Year ,Month,Day,0h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
2022,Jan,1,2.3,1.9,1.6,1.5,1.5,1.6,1.9,2.3,2.8,3.2,3.2,2.9,2.4,1.8,1.3,0.8,0.6,0.6,0.7,1,1.5,2.1,2.5,2.7
2022,Jan,2,2.6,2.4,2,1.6,1.5,1.5,1.6,2,2.5,3,3.3,3.2,2.9,2.4,1.7,1.1,0.7,0.4,0.4,0.6,1,1.6,2.2,2.6
2022,Jan,3,2.8,2.7,2.4,1.9,1.6,1.4,1.5,17,2.1,2.6,3.2,3.4,3.3,2.9,2.3,1.6,1,0.6,0.3,0.3,0.5,10,17,2.3
2022,Jan,4,2.7,2.8,2.7,2.3,1.9,1.5,14,1.5,17,2.2,2.8,3.3,3.5,3.3,2.9,2.2,1.5,0.9,0.5,0.3,0.3,0.6,1,19
2022,Jan,5,2.4,2.7,2.8,2.6,2.2,1.8,1.5,1.4,1.5,1.8,2.3,3,3.4,3.5,3.2,2.8,2.1,1.4,0.8,0.5,0.3,0.4,0.7,1.3
2022,Jan,6,2,2.5,2.8,2.8,2.5,2.1,1.7,1.4,1.4,1.5,1.8,2.4,3.1,3.4,3.4,31,2.6,1.9,1.3,0.8,0.5,0.4,0.5,0.9
2022,Jan,7,1.6,2.2,2.6,2.8,2.7,2.4,1.9,1.6,14,1.4,1.5,1.9,2.5,3.1,3.3,3.3,2.9,2.4,1.7,1.2,0.8,0.6,0.6,0.7
2022,Jan,8,1.2,1.9,2.4,2.6,2.7,2.6,2.2,1.8,1.5,1.4,1.4,1.6,2,2.5,3,3.1,3,2.7,2.1,1.6,1.2,0.9,0.7,0.8
2022,Jan,9,1,1.5,2.1,2.4,2.6,2.6,2.4,2.1,1.7,1.5,1.4,1.4,1.6,2,2.4,2.7,2.8,2.7,2.4,2,1.5,1.2,1,1
2022,Jan,10,1,1.3,1.8,2.2,2.5,2.6,2.6,2.3,2,1.7,1.5,1.4,14,16,19,2.2,2.4,2.5,2.4,2.2,1.9,1.6,13,1.2
2022,Jan,11,1.2,1.3,1.6,1.9,23,25,26,25,23,20,1.7,1.5,1.4,1.4,1.5,1.7,1.9,2.1,2.2,2.2,2,1.9,1.7,1.5
2022,Jan,12,1.4,1.4,1.5,1.8,2.1,2.3,2.5,2.6,2.5,2.3,2,1.7,1.5,1.3,1.3,1.3,1.4,1.6,1.8,2,2.1,2,1.9,1.8
2022,Jan,13,1.7,1.6,1.6,1.7,1.9,2.1,2.4,2.6,2.6,2.5,2.3,2,1.7,1.4,1.2,1.1,1.1,1.2,1.4,1.7,1.9,2.1,2.1,2.1
2022,Jan,14,1.9,1.7,1.6,1.6,17,19,2.2,2.5,2.7,2.7,2.6,2.3,2,1.6,1.2,1,0.9,0.9,1,14,17,2,2.2,2.3
2022,Jan,15,2.1,1.9,1.7,1.6,1.6,17,1.9,2.3,2.6,2.8,2.8,2.6,2.3,1.8,14,10,0.8,0.8,0.8,1,14,19,2.2,2.4
2022,Jan,16,2.4,2.2,1.9,1.7,1.6,1.6,1.7,2,2.4,2.8,2.9,2.9,2.6,2.2,1.7,1.2,0.9,0.7,0.7,0.8,12,16,2.1,2.4
2022,Jan,17,2.5,2.4,2.1,1.8,1.6,1.5,1.5,1.8,2.2,2.6,2.9,3,2.9,2.5,2,1.5,1,0.7,0.6,0.7,0.9,1.4,1.9,2.3
2022,Jan,18,2.6,2.6,2.3,2,1.6,1.4,14,1.6,1.9,2.3,28,3.1,3.1,2.8,2.4,1.8,1.2,0.8,0.6,0.6,0.7,1,1.7,2.2
2022,Jan,19,2.5,2.6,2.5,2.2,1.8,1.5,1.4,1.4,1.6,2.1,2.6,3,3.2,3.1,2.7,2.1,1.5,1,0.7,0.6,0.6,0.9,14,2
2022,Jan,20,2.4,2.7,2.7,2.4,20,1.6,1.4,1.3,1.5,1.8,2.3,2.9,3.2,3.2,2.9,2.5,1.9,1.3,0.8,0.6,0.5,0.7,1,1.7
2022,Jan,21,2.3,2.6,2.7,2.6,2.2,1.8,1.4,1.3,1.3,1.5,2,2.5,3.1,3.3,3.1,2.8,2.2,1.6,1,0.7,0.6,0.6,0.9,1.4
2022,Jan,22,2.1,2.5,2.7,2.7,2.5,2,1.6,1.3,1.2,1.3,1.7,2.2,2.7,3.1,3.2,3,2.5,1.9,1.3,0.9,0.6,0.6,0.8,1.2
2022,Jan,23,1.8,2.3,2.7,2.7,26,23,18,14,1.2,1.2,1.4,1.8,2.3,2.8,3.1,3,2.7,2.2,1.6,1.1,0.8,0.7,0.7,1
2022,Jan,24,1.5,2.1,2.5,2.8,2.7,2.5,2.1,1.6,1.3,1.2,1.2,1.5,1.8,2.3,2.8,2.9,2.8,2.5,2,1.4,1,0.8,0.8,1
2022,Jan,25,1.3,1.8,2.3,2.7,28,2.7,2.4,1.9,1.5,1.3,1.2,1.2,1.4,1.8,2.2,2.5,2.6,2.5,2.2,1.8,1.4,1.1,1,1
2022,Jan,26,1.2,1.6,2,2.4,27,28,26,23,1.9,1.5,1.3,1.1,1.2,1.4,1.7,2,2.2,2.3,2.3,2.1,1.8,1.5,1.3,1.2
2022,Jan,27,1.3,15,1.8,2.1,2.4,2.7,2.8,2.6,2.3,1.9,1.6,1.3,1,1.1,12,1.4,1.7,1.9,2.1,2.1,2,1.9,1.7,1.5
2022,Jan,28,1.4,15,1.6,1.8,2.1,2.4,2.7,2.8,2.7,2.4,2,1.6,1.3,1.1,1,1,1.1,1.3,1.6,1.9,2.1,2.1,2.1,2
2022,Jan,29,1.8,1.6,1.6,1.7,1.8,2.1,2.4,2.7,2.8,2.8,2.5,2.1,1.7,1.3,1,0.8,0.7,0.9,1,14,18,2.1,2.3,2.3
2022,Jan,30,2.1,1.9,1.7,1.6,1.6,1.8,2,24,2.8,3,2.9,2.7,2.2,1.7,1.2,0.8,0.6,0.5,0.7,0.9,1.4,19,2.3,2.5
2022,Jan,31,2.5,2.3,1.9,1.7,1.5,1.5,17,2,2.4,2.9,3.2,3.1,2.8,2.3,1.7,1.1,0.7,0.5,0.4,0.5,0.9,15,21,2.5
2022,Feb,1,2.7,2.6,2.3,1.8,1.5,1.4,1.4,1.6,2.0,2.6,3.1,3.3,3.2,2.8,2.2,1.6,1.0,0.6,0.4,0.3,0.5,1.0,1.7,2.3
2022,Feb,2,2.6,2.7,2.6,2.2,1.7,1.4,1.3,1.3,1.6,2.1,2.7,3.3,3.4,3.2,2.8,2.1,1.4,0.8,0.5,0.3,0.3,0.6,1.2,2.0
2022,Feb,3,2.5,2.8,2.8,2.5,2.0,1.5,1.2,1.2,1.3,1.6,2.2,2.9,3.4,3.4,3.2,2.7,1.9,1.2,0.7,0.4,0.3,0.4,0.9,1.6
2022,Feb,4,2.3,2.7,2.8,2.7,2.3,1.8,1.3,1.1,1.1,1.3,1.7,2.4,3.1,3.4,3.3,3.0,2.4,1.7,1.1,0.7,0.4,0.4,0.6,1.2
2022,Feb,5,2.0,2.6,2.8,2.8,2.6,2.1,1.5,1.2,1.0,1.1,1.3,1.8,2.6,3.1,3.3,3.1,2.7,2.1,1.5,1.0,0.7,0.5,0.6,1.0
2022,Feb,6,1.7,2.3,2.7,2.8,2.7,2.3,1.8,1.4,1.1,1,1.1,1.4,2,2.6,3,3,2.8,2.4,1.8,1.3,0.9,0.7,0.7,0.9
2022,Feb,7,1.4,2.1,2.5,2.8,2.7,2.5,2.1,1.6,1.2,1,1,1.2,1.5,2.1,25,2.7,2.7,2.5,2.1,1.6,1.2,1,0.9,1
2022,Feb,8,1.3,1.8,2.3,2.6,2.7,2.6,2.3,1.9,1.5,1.2,1.1,1.1,1.3,1.6,2,2.3,2.4,2.3,2.1,1.8,1.5,1.3,1.2,1.2
2022,Feb,9,1.4,1.7,2.1,2.4,2.6,2.6,2.4,2.1,1.7,1.4,1.2,1.2,1.2,1.3,1.6,1.8,2,2,2,1.9,1.7,1.5,1.4,1.4
2022,Feb,10,1.5,1.7,2,2.2,2.4,2.5,2.5,2.3,2,1.7,1.5,1.3,1.2,1.2,1.3,1.4,1.6,1.7,1.8,1.8,1.8,1.7,1.7,1.6
2022,Feb,11,1.6,1.7,1.9,2,2.2,2.3,2.4,2.4,2.3,2.1,1.8,1.6,1.4,1.2,1.1,1.1,1.2,1.3,1.5,1.6,1.8,1.9,1.9,1.8
2022,Feb,12,1.8,1.7,1.8,1.9,2,2.1,2.3,2.4,2.4,2.4,2.2,2,1.7,1.4,1.1,1,1,1,1.2,1.4,1.6,1.9,2,2.1
2022,Feb,13,2,1.8,1.7,1.7,1.8,1.9,2,2.2,2.4,2.6,2.5,2.3,2,1.6,1.3,1,0.8,0.8,0.9,1.1,1.5,1.8,2.1,2.2
2022,Feb,14,2.2,2,1.8,1.6,1.6,1.6,1.8,2,2.3,2.6,2.8,2.7,2.4,2,1.5,1.1,0.8,0.7,0.7,0.9,1.2,1.7,2.1,2.4
2022,Feb,15,2.4,2.2,1.9,1.6,1.5,1.4,1.5,1.8,2.1,2.5,2.9,2.9,2.8,2.4,1.8,1.3,0.9,0.7,0.6,0.7,1,1.5,2,2.4
2022,Feb,16,2.5,2.5,2.2,1.8,1.5,1.3,1.3,1.5,1.8,2.3,2.8,3.1,3,2.7,2.2,1.6,1.1,0.7,0.5,0.6,0.8,1.3,1.9,2.4
2022,Feb,17,2.6,2.6,2.4,2,1.5,1.3,1.2,1.3,1.5,2,2.6,3.1,3.2,3,2.5,1.9,1.3,0.9,0.6,0.5,0.6,1,1.6,2.3
2022,Feb,18,2.6,2.7,2.6,2.2,1.7,1.3,1.1,1.1,13,1.7,2.3,2.9,3.2,3.1,2.8,2.3,1.6,1.1,0.7,0.5,0.5,0.8,1.3,2
2022,Feb,19,2.6,2.8,2.7,2.5,2,1.5,1.1,1,1.1,1.4,1.9,2.6,3.1,3.2,3,26,2,1.3,0.9,0.6,0.5,0.7,1.1,1.7
2022,Feb,20,2.4,2.8,2.8,2.7,2.3,1.7,1.2,1,0.9,1.1,1.5,2.1,2.8,3.1,3.1,2.8,2.3,1.7,1.1,0.7,0.6,0.6,0.9,1.5
2022,Feb,21,2.2,2.7,2.9,2.8,2.5,2,1.4,1,0.8,9,1.1,1.6,2.3,2.8,3,2.9,2.6,2,1.4,1,0.7,0.7,0.9,1.3
2022,Feb,22,1.9,2.5,2.9,2.9,2.7,2.3,1.7,1.2,0.9,0.8,0.9,1.2,1.7,2.3,2.7,2.8,2.7,2.3,1.8,1.3,1,0.8,0.9,1.2
2022,Feb,23,1.6,2.2,2.7,2.9,2.9,2.6,2.1,1.5,1.1,0.8,0.8,0.9,1.2,1.7,2.2,2.5,2.5,2.4,2,1.6,1.3,1.1,1,1.2
2022,Feb,24,1.5,2,2.4,2.8,2.9,2.7,2.4,1.9,1.5,1.1,0.9,0.8,1,1.2,1.6,1.9,2.1,2.2,2.1,1.9,1.6,1.4,1.3,1.3
2022,Feb,25,1.5,1.8,2.1,2.4,2.7,2.7,2.6,2.3,1.9,1.5,1.2,1,0.9,1,1.1,1.3,1.6,1.8,1.9,1.9,1.9,1.8,1.6,1.6
2022,Feb,26,1.6,1.7,1.9,2.1,2.3,2.5,2.6,2.6,2.4,2.1,1.7,1.4,1.1,0.9,0.9,0.9,1.1,1.3,1.5,1.7,1.9,2,2,1.9
2022,Feb,27,1.8,1.7,1.7,1.8,1.9,2.1,2.3,2.5,2.6,2.5,2.3,2,1.6,1.2,0.9,0.7,0.7,0.8,1,1.3,1.7,2,2.2,2.2
2022,Feb,28,2.1,1.9,1.7,1.6,1.6,1.7,1.9,2.3,2.6,2.8,2.8,25,2.1,1.6,1.2,0.8,0.6,0.5,0.6,0.9,1.4,1.9,2.3,2.5
2022,Mar,1,2.4,2.2,1.8,1.6,1.4,1.4,1.6,1.8,2.3,2.8,3,3,2.7,2.2,1.6,1.1,0.7,0.4,0.4,0.6,1,1.6,2.2,2.5
2022,Mar,2,2.6,2.5,2.1,1.7,1.4,1.2,1.2,1.4,1.8,2.5,3,3.2,3.1,2.7,2.1,1.5,0.9,0.5,0.4,0.4,0.6,1.2,2,2.5
2022,Mar,3,2.7,2.7,2.4,1.9,1.4,1.1,1,1.1,1.4,2,2.7,3.2,3.3,3.1,2.6,1.9,1.3,0.8,0.4,0.3,0.5,0.9,1.7,2.3
2022,Mar,4,2.7,2.8,2.7,2.2,1.6,1.2,0.9,0.9,1.1,1.5,2.2,2.9,3.3,3.3,3,2.4,1.7,1.1,0.6,0.4,0.4,0.7,1.3,2.1
2022,Mar,5,2.7,2.8,28,25,1.9,1.4,1,0.8,0.8,1.1,1.6,2.4,3.1,3.3,3.1,2.7,2.1,1.4,0.9,0.6,0.5,0.6,1,1.8
2022,Mar,6,2.5,2.8,2.9,2.7,2.2,1.6,1.1,0.8,0.7,0.8,1.2,1.9,2.6,3,3.1,2.9,2.4,1.8,1.2,0.8,0.6,0.6,0.9,1.5
2022,Mar,7,2.3,2.8,2.9,2.8,2.4,1.9,1.3,0.9,0.7,0.7,0.9,1.4,2.1,2.7,2.9,2.9,2.6,2.1,1.5,1.1,0.8,0.8,0.9,1.4
2022,Mar,8,2.0,2.6,2.9,2.8,26,2.1,1.6,1.1,0.8,0.7,0.8,1.1,1.6,2.2,2.5,2.6,2.5,2.2,1.7,1.3,1.1,1,1.1,1.3
2022,Mar,9,1.8,24,2.7,2.8,2.7,2.3,1.8,1.3,1,0.8,0.8,0.9,1.3,1.7,2.1,2.3,2.3,2.2,1.8,1.5,1.3,1.2,1.2,1.4
2022,Mar,10,1.7,2.2,2.5,2.7,2.6,2.4,2,1.6,1.3,1,0.9,0.9,1.1,1.4,1.7,1.9,2,2,1.8,1.6,1.5,1.4,1.4,1.5
2022,Mar,11,1.7,2,2.3,2.5,2.6,2.4,2.2,1.9,1.6,1.3,1.2,1.1,1.1,1.2,1.4,1.5,1.6,1.7,1.7,1.7,1.6,1.6,1.6,1.6
2022,Mar,12,1.7,1.9,2.1,2.3,2.4,2.4,2.3,2.1,1.9,1.7,1.5,1.3,1.2,1.1,1.2,1.2,1.3,1.4,1.5,1.6,1.7,1.7,1.8,1.8
2022,Mar,13,1.8,1.8,1.9,2,2.1,2.2,2.2,2.2,2.2,2.1,1.9,1.7,1.4,1.2,1.1,1,1,1.1,1.3,1.5,1.7,1.9,2,2
2022,Mar,14,1.9,1.8,1.7,1.8,1.8,1.9,2,2.2,2.3,2.4,2.3,2.1,1.8,1.4,1.1,0.9,0.8,0.9,1,1.3,1.6,1.9,2.1,2.2
2022,Mar,15,2.1,1.9,1.7,1.6,15,16,1.8,20,23,26,26,25,2.2,1.7,1.3,1,0.7,0.7,0.8,1.1,1.5,1.9,2.3,2.4
2022,Mar,16,2.3,2.1,1.7,1.5,1.4,1.3,1.5,1.8,2.2,2.6,2.8,2.8,2.5,2.1,1.6,1.1,0.8,0.6,0.6,0.8,1.3,1.9,2.3,2.5
2022,Mar,17,2.5,2.3,1.9,1.5,1.2,1.1,1.2,1.4,1.9,2.4,2.8,3,2.8,2.5,1.9,1.3,0.9,0.6,0.5,0.6,1,1.6,2.3,2.6
2022,Mar,18,2.7,2.6,2.2,1.7,1.2,1,1,1.1,1.5,2.1,2.7,3.1,3,2.8,2.3,1.6,1.1,0.7,0.5,0.5,0.8,1.4,2.1,2.7
2022,Mar,19,2.8,2.7,2.4,1.9,1.4,1,0.8,0.9,1.1,1.6,2.3,3,3.1,3,2.6,2,1.4,0.9,0.6,0.5,0.7,1.1,1.8,2.6
2022,Mar,20,2.9,2.9,2.7,2.2,1.6,1.1,0.8,0.7,0.8,1.2,1.8,2.6,3.1,3.1,2.9,2.4,1.7,1.2,0.8,0.6,0.6,0.9,1.5,2.3
2022,Mar,21,2.9,3,2.9,2.5,1.9,1.3,0.8,0.6,0.6,0.8,1.3,2.1,2.7,3,3,2.7,2.1,1.5,1,0.8,0.7,0.8,1.3,1.9
2022,Mar,22,2.7,3.1,3,2.7,2.2,1.6,1,0.6,0.5,0.6,0.9,1.5,2.2,2.7,2.9,2.8,2.4,1.9,1.3,1,0.8,0.9,1.2,1.7
2022,Mar,23,2.4,2.9,3.1,2.9,2.5,1.9,1.3,0.8,0.5,0.5,0.6,1,1.6,2.2,2.6,2.7,2.5,2.2,1.7,1.3,1,1,1.1,1.5
2022,Mar,24,2.1,2.6,3,3,2.8,2.3,1.7,1.2,0.8,0.6,0.5,0.7,1.1,1.6,2.1,2.3,2.4,2.2,1.9,1.6,1.3,1.2,1.2,1.4
2022,Mar,25,1.8,2.3,2.7,2.9,2.9,2.6,2.2,1.6,1.2,0.9,0.7,0.7,0.8,1.1,1.5,1.8,2,2.1,2,1.8,1.6,1.5,1.4,1.5
2022,Mar,26,1.7,2,2.3,2.6,2.7,2.7,2.5,2.1,1.7,1.4,1.1,0.9,0.8,0.9,1,1.3,1.5,1.7,1.8,1.9,1.9,1.8,1.7,1.6
2022,Mar,27,1.7,1.8,1.9,2.1,2.3,25,25,24,22,2,1.6,1.3,1.1,0.9,0.8,0.8,1,1.2,1.5,1.7,2,2.1,2,1.9
2022,Mar,28,1.8,17,1.7,1.7,19,21,23,25,25,2.5,2.2,1.9,1.5,1.1,0.9,0.7,0.7,0.8,1.1,1.4,1.9,2.2,2.3,2.2
2022,Mar,29,2.1,1.8,1.6,1.5,1.5,1.6,1.8,2.2,2.5,2.7,2.7,2.5,2.1,1.6,1.1,0.7,0.5,0.5,0.7,1.1,1.6,2.1,2.4,2.5
2022,Mar,30,2.4,2,1.7,1.4,1.2,1.2,1.4,1.7,2.3,2.7,2.9,2.9,2.6,2.1,1.5,1,0.6,0.5,0.5,0.8,1.3,2,2.4,2.6
2022,Mar,31,2.6,2.3,1.9,1.4,1.1,1,1,1.3,1.8,2.5,2.9,3.1,2.9,2.5,1.9,1.3,0.8,0.5,0.4,0.6,1,1.7,2.4,2.7
2022,Apr,1,2.8,2.6,2.2,1.6,1.1,0.9,0.8,0.9,1.3,2,2.7,3.1,3.1,2.9,2.3,1.7,1.1,0.7,0.5,0.5,0.8,1.4,2.2,2.7
2022,Apr,2,2.9,2.8,2.4,1.9,1.3,0.9,0.7,0.7,0.9,1.5,2.2,2.9,3.1,3,2.7,2.1,1.4,0.9,0.6,0.6,0.7,1.2,2,2.6
2022,Apr,3,2.9,2.9,2.7,2.1,1.5,1,0.7,0.6,0.7,1,1.7,2.5,2.9,3,2.9,2.4,1.8,1.2,0.9,0.7,0.7,1,1.7,24
2022,Apr,4,2.9,3,2.8,2.4,1.8,1.2,0.7,0.5,0.5,0.7,1.2,2,2.6,2.9,2.9,2.6,2.1,1.5,1.1,0.8,0.8,1,1.4,2.2
2022,Apr,5,2.8,3,2.9,2.6,2,1.4,0.9,0.6,0.5,0.6,0.9,1.5,2.2,2.6,2.7,2.6,2.3,1.8,1.3,1,0.9,1,1.3,1.9
2022,Apr,6,2.6,2.9,2.9,2.7,2.3,1.7,1.1,0.7,0.5,0.5,0.7,1.2,1.7,2.2,2.5,2.5,2.3,1.9,1.5,1.2,1.1,1.1,1.3,1.7
2022,Apr,7,2.3,2.8,2.9,2.8,2.5,2,1.4,1,0.7,0.6,0.7,0.9,1.4,1.8,2.1,2.3,2.2,2,1.7,1.4,1.2,1.2,1.4,1.6
2022,Apr,8,2.1,2.6,2.8,2.8,2.6,2.2,1.7,1.3,1,0.8,0.8,0.9,1.1,1.5,1.8,1.9,2,1.9,1.7,1.5,1.4,1.4,1.4,1.6
2022,Apr,9,1.9,2.3,2.6,2.7,2.6,2.3,2,1.6,1.3,1.1,1,0.9,1,1.2,1.5,1.6,1.7,1.8,1.7,1.6,1.5,1.5,1.5,1.6
2022,Apr,10,1.8,2.1,2.3,24,25,24,22,19,1.7,15,13,12,11,11,12,13,14,15,16,17,17,17,17,17
2022,Apr,11,1.7,1.9,2,2.1,2.2,2.2,2.2,2.2,2,1.9,1.7,1.5,1.2,1.1,1,1.1,1.1,1.3,1.5,1.7,1.8,1.9,1.9,1.9
2022,Apr,12,1.8,17,18,18,19,20,21,22,23,22,21,18,15,12,10,9,9,10,13,16,19,21,22,21
2022,Apr,13,1.9,1.7,1.6,1.5,1.5,1.7,1.9,2.1,2.4,2.5,2.4,2.2,1.9,1.4,1.1,0.9,0.7,0.8,1,1.4,1.9,2.3,2.4,2.4
2022,Apr,14,2.2,1.8,1.5,1.3,1.3,1.3,1.5,1.9,2.3,2.6,2.7,2.6,2.2,1.7,1.3,0.9,0.7,0.7,0.8,1.2,1.8,2.3,2.6,2.6
2022,Apr,15,2.4,2.1,1.6,1.3,1.1,1,1.2,1.5,2,2.5,2.8,2.8,2.6,2.1,1.6,1.1,0.8,0.6,0.7,1,1.5,2.2,2.7,2.8
2022,Apr,16,2.7,2.4,1.8,1.3,1,0.8,0.8,1.1,1.5,2.2,2.8,3,2.9,2.5,1.9,1.3,0.9,0.7,0.6,0.8,1.2,2,2.7,3
2022,Apr,17,2.9,2.7,2.1,1.5,1,0.7,0.6,0.7,1.1,1.7,2.4,2.9,3,2.8,2.4,1.7,1.2,0.8,0.7,0.7,1,1.6,2.4,3
2022,Apr,18,3.1,2.9,2.5,1.8,12,7,5,5,7,11,19,26,30,29,27,22,16,11,8,8,9,13,20,28
2022,Apr,19,3.2,3.1,2.8,2.2,1.5,0.9,0.5,0.3,0.4,0.7,1.3,2.1,2.7,2.9,2.8,2.5,2,1.4,1.1,0.9,0.9,1.2,1.7,2.5
2022,Apr,20,3.1,3.2,3,2.6,1.9,1.2,0.7,0.4,0.3,0.4,0.8,1.4,2.1,2.6,2.7,2.7,2.3,1.8,1.4,1.1,1,1.2,1.5,2.1
2022,Apr,21,2.8,3.2,3.2,2.9,2.4,1.7,1.1,0.6,0.4,0.3,0.5,0.9,1.5,2.1,2.4,2.5,2.4,2.1,1.7,1.3,1.2,1.2,1.4,1.8
2022,Apr,22,2.4,2.9,3.1,3,2.7,22,1.6,1,0.6,5,0.4,0.6,1,15,19,22,23,22,19,1.6,1.4,13,14,1.6
2022,Apr,23,2,2.5,2.8,3,2.9,2.6,2.1,1.6,1.1,0.8,0.6,0.6,0.7,1,1.4,1.7,1.9,2.1,2,1.9,1.7,1.5,1.5,1.6
2022,Apr,24,1.8,2.1,2.4,2.6,2.7,2.7,2.4,2.1,1.7,1.3,1,0.8,0.7,0.8,1,1.2,1.5,1.8,1.9,2,2,1.9,1.7,1.7
2022,Apr,25,1.7,1.8,1.9,2.1,23,25,25,25,22,19,1.6,1.3,1,0.8,0.7,0.8,1,1.3,1.7,20,21,2.2,2.1,1.9
2022,Apr,26,1.7,1.6,1.6,1.6,1.8,2,2.3,2.5,2.6,2.4,2.2,1.8,1.4,1,0.8,0.6,0.7,1,1.3,1.8,2.2,2.4,2.4,2.2
2022,Apr,27,1.9,1.7,1.4,1.3,13,15,18,22,26,27,26,23,19,14,10,7,6,7,10,15,21,24,26,2.5
2022,Apr,28,2.2,1.8,1.5,1.2,1,1.1,13,1.7,23,2.7,28,27,23,1.8,1.3,9,0.6,0.6,8,1.2,1.9,24,2.7,2.7
2022,Apr,29,2.5,2.1,1.6,1.2,0.9,0.8,0.9,1.2,1.8,2.4,2.8,2.9,2.7,2.2,1.6,1.1,0.8,0.6,0.7,1,1.6,2.3,2.8,2.9
2022,Apr,30,2.8,2.4,1.8,1.3,0.9,0.7,0.7,0.9,1.3,2,2.6,2.8,2.8,2.5,2,1.4,1,0.8,0.7,0.9,1.4,2.1,2.7,3
