date,daily rainfall total (mm),highest30-min rainfall (mm),highest60-min rainfall (mm),highest120-min rainfall (mm),mean temperature (°c),maximum temperature (°c),minimum temperature (°c),mean wind speed (km/h),max wind speed (km/h),year,month_x,year ,month_num,month_y,day,0h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01 January 2022,-,-,-,-,-,-,-,-,-,2022,January,2022,1,January,1,2.3,1.9,1.6,1.5,1.5,1.6,1.9,2.3,2.8,3.2,3.2,2.9,2.4,1.8,1.3,0.8,0.6,0.6,0.7,1,1.5,2.1,2.5,2.7
02 January 2022,-,-,-,-,-,-,-,-,-,2022,January,2022,1,January,2,2.6,2.4,2.0,1.6,1.5,1.5,1.6,2.0,2.5,3.0,3.3,3.2,2.9,2.4,1.7,1.1,0.7,0.4,0.4,0.6,1.0,1.6,2.2,2.6
03 January 2022,-,-,-,-,-,-,-,-,-,2022,January,2022,1,January,3,2.8,2.7,2.4,1.9,1.6,1.4,1.5,1.7,2.1,2.6,3.2,3.4,3.3,2.9,2.3,1.6,1.0,0.6,0.3,0.3,0.5,1.0,1.7,2.3
04 January 2022,-,-,-,-,-,-,-,-,-,2022,January,2022,1,January,4,2.7,2.8,2.7,2.3,1.9,1.5,1.4,1.5,1.7,2.2,2.8,3.3,3.5,3.3,2.9,2.2,1.5,0.9,0.5,0.3,0.3,0.6,1.0,1.9
05 January 2022,4,3.8,3.8,3.8,27.1,32.7,24.5,4.8,18.3,2022,January,2022,1,January,5,2.4,2.7,2.8,2.6,2.2,1.8,1.5,1.4,1.5,1.8,2.3,3.0,3.4,3.5,3.2,2.8,2.1,1.4,0.8,0.5,0.3,0.4,0.7,1.3
06 January 2022,0,0,0,0,27.7,32.6,24.7,6.5,29.4,2022,January,2022,1,January,6,2.0,2.5,2.8,2.8,2.5,2.1,1.7,1.4,1.4,1.5,1.8,2.4,3.1,3.4,3.4,3.1,2.6,1.9,1.3,0.8,0.5,0.4,0.5,0.9
07 January 2022,0,0,0,0,27.4,32.1,24,5.7,23.7,2022,January,2022,1,January,7,1.6,2.2,2.6,2.8,2.7,2.4,1.9,1.6,1.4,1.4,1.5,1.9,2.5,3.1,3.3,3.3,2.9,2.4,1.7,1.2,0.8,0.6,0.6,0.7
08 January 2022,0,0,0,0,27.3,30.8,24.9,6.5,25.6,2022,January,2022,1,January,8,1.2,1.9,2.4,2.6,2.7,2.6,2.2,1.8,1.5,1.4,1.4,1.6,2.0,2.5,3.0,3.1,3.0,2.7,2.1,1.6,1.2,0.9,0.7,0.8
09 January 2022,0,0,0,0,27.6,31.6,24.7,7.2,28.2,2022,January,2022,1,January,9,1.0,1.5,2.1,2.4,2.6,2.6,2.4,2.1,1.7,1.5,1.4,1.4,1.6,2.0,2.4,2.7,2.8,2.7,2.4,2,1.5,1.2,1.0,1.0
10 January 2022,0,0,0,0,27.2,31.5,24.9,8,29.1,2022,January,2022,1,January,10,1.0,1.3,1.8,2.2,2.5,2.6,2.6,2.3,2.0,1.7,1.5,1.4,1.4,1.6,1.9,2.2,2.4,2.5,2.4,2.2,1.9,1.6,1.3,1.2
11 January 2022,0,0,0,0,27,31.1,23.8,6.8,26.7,2022,January,2022,1,January,11,1.2,1.3,1.6,1.9,2.3,2.5,2.6,2.5,2.3,2.0,1.7,1.5,1.4,1.4,1.5,1.7,1.9,2.1,2.2,2.2,2.0,1.9,1.7,1.5
12 January 2022,0,0,0,0,27.1,31.2,24.6,8.2,27.8,2022,January,2022,1,January,12,1.4,1.4,1.5,1.8,2.1,2.3,2.5,2.6,2.5,2.3,2.0,1.7,1.5,1.3,1.3,1.3,1.4,1.6,1.8,2,2.1,2.0,1.9,1.8
13 January 2022,0,0,0,0,26.8,31.5,23.3,7.8,28.5,2022,January,2022,1,January,13,1.7,1.6,1.6,1.7,1.9,2.1,2.4,2.6,2.6,2.5,2.3,2.0,1.7,1.4,1.2,1.1,1.1,1.2,1.4,1.7,1.9,2.1,2.1,2.1
14 January 2022,0,0,0,0,26.8,31.6,23.5,7.8,30.2,2022,January,2022,1,January,14,1.9,1.7,1.6,1.6,1.7,1.9,2.2,2.5,2.7,2.7,2.6,2.3,2.0,1.6,1.2,1.0,0.9,0.9,1.0,1.4,1.7,2.0,2.2,2.3
15 January 2022,0,0,0,0,27.2,31.7,24.6,7.4,25.2,2022,January,2022,1,January,15,2.1,1.9,1.7,1.6,1.6,1.7,1.9,2.3,2.6,2.8,2.8,2.6,2.3,1.8,1.4,1.0,0.8,0.8,0.8,1,1.4,1.9,2.2,2.4
16 January 2022,0,0,0,0,27.5,30.9,25,8.1,25.2,2022,January,2022,1,January,16,2.4,2.2,1.9,1.7,1.6,1.6,1.7,2.0,2.4,2.8,2.9,2.9,2.6,2.2,1.7,1.2,0.9,0.7,0.7,0.8,1.2,1.6,2.1,2.4
17 January 2022,6.2,6.2,6.2,6.2,27.2,30.5,25,8.1,27.8,2022,January,2022,1,January,17,2.5,2.4,2.1,1.8,1.6,1.5,1.5,1.8,2.2,2.6,2.9,3.0,2.9,2.5,2.0,1.5,1.0,0.7,0.6,0.7,0.9,1.4,1.9,2.3
18 January 2022,0,0,0,0,27.3,31.3,25.1,8.4,30.6,2022,January,2022,1,January,18,2.6,2.6,2.3,2.0,1.6,1.4,1.4,1.6,1.9,2.3,2.8,3.1,3.1,2.8,2.4,1.8,1.2,0.8,0.6,0.6,0.7,1.0,1.7,2.2
19 January 2022,3.8,3.2,3.8,3.8,26.5,30.4,24.2,6.5,26.7,2022,January,2022,1,January,19,2.5,2.6,2.5,2.2,1.8,1.5,1.4,1.4,1.6,2.1,2.6,3.0,3.2,3.1,2.7,2.1,1.5,1.0,0.7,0.6,0.6,0.9,1.4,2.0
20 January 2022,1,1,1,1,26.6,30.6,24,5,22.6,2022,January,2022,1,January,20,2.4,2.7,2.7,2.4,2.0,1.6,1.4,1.3,1.5,1.8,2.3,2.9,3.2,3.2,2.9,2.5,1.9,1.3,0.8,0.6,0.5,0.7,1.0,1.7
21 January 2022,0,0,0,0,27,31.4,23.8,7.5,28.2,2022,January,2022,1,January,21,2.3,2.6,2.7,2.6,2.2,1.8,1.4,1.3,1.3,1.5,2.0,2.5,3.1,3.3,3.1,2.8,2.2,1.6,1.0,0.7,0.6,0.6,0.9,1.4
22 January 2022,0,0,0,0,27.1,32,23.8,5.8,24.1,2022,January,2022,1,January,22,2.1,2.5,2.7,2.7,2.5,2.0,1.6,1.3,1.2,1.3,1.7,2.2,2.7,3.1,3.2,3.0,2.5,1.9,1.3,0.9,0.6,0.6,0.8,1.2
23 January 2022,0,0,0,0,26.8,31.8,23.3,4.4,22,2022,January,2022,1,January,23,1.8,2.3,2.7,2.7,2.6,2.3,1.8,1.4,1.2,1.2,1.4,1.8,2.3,2.8,3.1,3.0,2.7,2.2,1.6,1.1,0.8,0.7,0.7,1.0
24 January 2022,0,0,0,0,27,32.9,23.4,4,18.7,2022,January,2022,1,January,24,1.5,2.1,2.5,2.8,2.7,2.5,2.1,1.6,1.3,1.2,1.2,1.5,1.8,2.3,2.8,2.9,2.8,2.5,2.0,1.4,1.0,0.8,0.8,1.0
25 January 2022,0,0,0,0,27.4,32.3,23.5,6.9,26.3,2022,January,2022,1,January,25,1.3,1.8,2.3,2.7,2.8,2.7,2.4,1.9,1.5,1.3,1.2,1.2,1.4,1.8,2.2,2.5,2.6,2.5,2.2,1.8,1.4,1.1,1.0,1.0
26 January 2022,0,0,0,0,27.4,32.2,24,5.2,23.7,2022,January,2022,1,January,26,1.2,1.6,2.0,2.4,2.7,2.8,2.6,2.3,1.9,1.5,1.3,1.1,1.2,1.4,1.7,2.0,2.2,2.3,2.3,2.1,1.8,1.5,1.3,1.2
27 January 2022,0,0,0,0,26.9,32,23.4,5.1,22.6,2022,January,2022,1,January,27,1.3,1.5,1.8,2.1,2.4,2.7,2.8,2.6,2.3,1.9,1.6,1.3,1.0,1.1,1.2,1.4,1.7,1.9,2.1,2.1,2.0,1.9,1.7,1.5
28 January 2022,0,0,0,0,27.2,33.2,22.9,5.8,26.3,2022,January,2022,1,January,28,1.4,1.5,1.6,1.8,2.1,2.4,2.7,2.8,2.7,2.4,2.0,1.6,1.3,1.1,1.0,1.0,1.1,1.3,1.6,1.9,2.1,2.1,2.1,2.0
29 January 2022,0,0,0,0,26.9,32,23.3,4.7,23.3,2022,January,2022,1,January,29,1.8,1.6,1.6,1.7,1.8,2.1,2.4,2.7,2.8,2.8,2.5,2.1,1.7,1.3,1.0,0.8,0.7,0.9,1.0,1.4,1.8,2.1,2.3,2.3
30 January 2022,0,0,0,0,26.9,32.7,23.1,4.7,27.4,2022,January,2022,1,January,30,2.1,1.9,1.7,1.6,1.6,1.8,2.0,2.4,2.8,3.0,2.9,2.7,2.2,1.7,1.2,0.8,0.6,0.5,0.7,0.9,1.4,1.9,2.3,2.5
31 January 2022,0,0,0,0,27.5,32.5,23.9,5.7,28.5,2022,January,2022,1,January,31,2.5,2.3,1.9,1.7,1.5,1.5,1.7,2.0,2.4,2.9,3.2,3.1,2.8,2.3,1.7,1.1,0.7,0.5,0.4,0.5,0.9,1.5,2.1,2.5
01 February 2022,-,-,-,-,-,-,-,-,-,2022,February,2022,2,February,1,2.7,2.6,2.3,1.8,1.5,1.4,1.4,1.6,2.0,2.6,3.1,3.3,3.2,2.8,2.2,1.6,1.0,0.6,0.4,0.3,0.5,1.0,1.7,2.3
02 February 2022,0,0,0,0,27.2,32.7,23.6,4.2,21.7,2022,February,2022,2,February,2,2.6,2.7,2.6,2.2,1.7,1.4,1.3,1.3,1.6,2.1,2.7,3.3,3.4,3.2,2.8,2.1,1.4,0.8,0.5,0.3,0.3,0.6,1.2,2.0
03 February 2022,0,0,0,0,28,33,24.3,6.3,27.8,2022,February,2022,2,February,3,2.5,2.8,2.8,2.5,2.0,1.5,1.2,1.2,1.3,1.6,2.2,2.9,3.4,3.4,3.2,2.7,1.9,1.2,0.7,0.4,0.3,0.4,0.9,1.6
04 February 2022,0,0,0,0,28.2,32.4,25.8,8.3,30.2,2022,February,2022,2,February,4,2.3,2.7,2.8,2.7,2.3,1.8,1.3,1.1,1.1,1.3,1.7,2.4,3.1,3.4,3.3,3.0,2.4,1.7,1.1,0.7,0.4,0.4,0.6,1.2
05 February 2022,0.6,0.6,0.6,0.6,27.4,31.5,25,7.3,29.4,2022,February,2022,2,February,5,2.0,2.6,2.8,2.8,2.6,2.1,1.5,1.2,1.0,1.1,1.3,1.8,2.6,3.1,3.3,3.1,2.7,2.1,1.5,1,0.7,0.5,0.6,1.0
06 February 2022,19.2,5.2,5.4,7.6,25.8,29.5,24,4.5,24.1,2022,February,2022,2,February,6,1.7,2.3,2.7,2.8,2.7,2.3,1.8,1.4,1.1,1.0,1.1,1.4,2.0,2.6,3.0,3.0,2.8,2.4,1.8,1.3,0.9,0.7,0.7,0.9
07 February 2022,1,0.4,0.8,1,26,29.8,24.3,5.3,22.4,2022,February,2022,2,February,7,1.4,2.1,2.5,2.8,2.7,2.5,2.1,1.6,1.2,1.0,1.0,1.2,1.5,2.1,2.5,2.7,2.7,2.5,2.1,1.6,1.2,1.0,0.9,1.0
08 February 2022,1.6,0.6,0.8,1.2,26.3,31.1,24.1,5.2,20.2,2022,February,2022,2,February,8,1.3,1.8,2.3,2.6,2.7,2.6,2.3,1.9,1.5,1.2,1.1,1.1,1.3,1.6,2.0,2.3,2.4,2.3,2.1,1.8,1.5,1.3,1.2,1.2
09 February 2022,17.6,4,5.2,9.6,26,31.7,24.3,3.9,24.4,2022,February,2022,2,February,9,1.4,1.7,2.1,2.4,2.6,2.6,2.4,2.1,1.7,1.4,1.2,1.2,1.2,1.3,1.6,1.8,2.0,2.0,2.0,1.9,1.7,1.5,1.4,1.4
10 February 2022,22.4,4.4,5.8,9,24.2,25,23.3,3.6,16.9,2022,February,2022,2,February,10,1.5,1.7,2.0,2.2,2.4,2.5,2.5,2.3,2.0,1.7,1.5,1.3,1.2,1.2,1.3,1.4,1.6,1.7,1.8,1.8,1.8,1.7,1.7,1.6
11 February 2022,3.4,2.2,2.4,2.8,25,29.2,22.3,4.3,22.6,2022,February,2022,2,February,11,1.6,1.7,1.9,2.0,2.2,2.3,2.4,2.4,2.3,2.1,1.8,1.6,1.4,1.2,1.1,1.1,1.2,1.3,1.5,1.6,1.8,1.9,1.9,1.8
12 February 2022,0,0,0,0,27,31.5,23.5,6.2,24.4,2022,February,2022,2,February,12,1.8,1.7,1.8,1.9,2.0,2.1,2.3,2.4,2.4,2.4,2.2,2.0,1.7,1.4,1.1,1.0,1.0,1.0,1.2,1.4,1.6,1.9,2.0,2.1
13 February 2022,19.8,15,19.2,19.8,26.7,32.3,23.8,4.3,19.8,2022,February,2022,2,February,13,2.0,1.8,1.7,1.7,1.8,1.9,2.0,2.2,2.4,2.6,2.5,2.3,2.0,1.6,1.3,1.0,0.8,0.8,0.9,1.1,1.5,1.8,2.1,2.2
14 February 2022,7.6,7.4,7.4,7.4,27.1,31.7,24.1,3.7,16.9,2022,February,2022,2,February,14,2.2,2.0,1.8,1.6,1.6,1.6,1.8,2.0,2.3,2.6,2.8,2.7,2.4,2.0,1.5,1.1,0.8,0.7,0.7,0.9,1.2,1.7,2.1,2.4
15 February 2022,0,0,0,0,27.9,33.4,25.4,3.7,22.4,2022,February,2022,2,February,15,2.4,2.2,1.9,1.6,1.5,1.4,1.5,1.8,2.1,2.5,2.9,2.9,2.8,2.4,1.8,1.3,0.9,0.7,0.6,0.7,1.0,1.5,2.0,2.4
16 February 2022,8.4,6,7,7.4,25.5,27.8,22.6,2.5,35.9,2022,February,2022,2,February,16,2.5,2.5,2.2,1.8,1.5,1.3,1.3,1.5,1.8,2.3,2.8,3.1,3.0,2.7,2.2,1.6,1.1,0.7,0.5,0.6,0.8,1.3,1.9,2.4
17 February 2022,0,0,0,0,27.3,32.3,23.9,4.5,24.1,2022,February,2022,2,February,17,2.6,2.6,2.4,2.0,1.5,1.3,1.2,1.3,1.5,2.0,2.6,3.1,3.2,3.0,2.5,1.9,1.3,0.9,0.6,0.5,0.6,1.0,1.6,2.3
18 February 2022,0,0,0,0,28.2,32.5,25.8,4.8,20.6,2022,February,2022,2,February,18,2.6,2.7,2.6,2.2,1.7,1.3,1.1,1.1,1.3,1.7,2.3,2.9,3.2,3.1,2.8,2.3,1.6,1.1,0.7,0.5,0.5,0.8,1.3,2.0
19 February 2022,0.8,0.4,0.4,0.6,27.3,32.3,24.8,4.1,26.3,2022,February,2022,2,February,19,2.6,2.8,2.7,2.5,2.0,1.5,1.1,1.0,1.1,1.4,1.9,2.6,3.1,3.2,3.0,2.6,2.0,1.3,0.9,0.6,0.5,0.7,1.1,1.7
20 February 2022,6.2,5.6,6.2,6.2,26.3,32.4,23.1,3.4,20.6,2022,February,2022,2,February,20,2.4,2.8,2.8,2.7,2.3,1.7,1.2,1.0,0.9,1.1,1.5,2.1,2.8,3.1,3.1,2.8,2.3,1.7,1.1,0.7,0.6,0.6,0.9,1.5
21 February 2022,0,0,0,0,27.5,32.1,24.2,6.2,27,2022,February,2022,2,February,21,2.2,2.7,2.9,2.8,2.5,2.0,1.4,1.0,0.8,0.9,1.1,1.6,2.3,2.8,3.0,2.9,2.6,2.0,1.4,1,0.7,0.7,0.9,1.3
22 February 2022,0,0,0,0,27.4,32.5,23.8,5.3,24.8,2022,February,2022,2,February,22,1.9,2.5,2.9,2.9,2.7,2.3,1.7,1.2,0.9,0.8,0.9,1.2,1.7,2.3,2.7,2.8,2.7,2.3,1.8,1.3,1.0,0.8,0.9,1.2
23 February 2022,0,0,0,0,27.2,31.3,24.5,6.2,29.8,2022,February,2022,2,February,23,1.6,2.2,2.7,2.9,2.9,2.6,2.1,1.5,1.1,0.8,0.8,0.9,1.2,1.7,2.2,2.5,2.5,2.4,2.0,1.6,1.3,1.1,1.0,1.2
24 February 2022,27.4,6.6,10.2,13.4,25.1,27.9,23,6,25.9,2022,February,2022,2,February,24,1.5,2.0,2.4,2.8,2.9,2.7,2.4,1.9,1.5,1.1,0.9,0.8,1.0,1.2,1.6,1.9,2.1,2.2,2.1,1.9,1.6,1.4,1.3,1.3
25 February 2022,30.8,30,30.8,30.8,26.6,32.7,22.9,5.5,27.4,2022,February,2022,2,February,25,1.5,1.8,2.1,2.4,2.7,2.7,2.6,2.3,1.9,1.5,1.2,1.0,0.9,1.0,1.1,1.3,1.6,1.8,1.9,1.9,1.9,1.8,1.6,1.6
26 February 2022,0,0,0,0,26,30.1,23.5,3,16.9,2022,February,2022,2,February,26,1.6,1.7,1.9,2.1,2.3,2.5,2.6,2.6,2.4,2.1,1.7,1.4,1.1,0.9,0.9,0.9,1.1,1.3,1.5,1.7,1.9,2.0,2.0,1.9
27 February 2022,10.6,10.2,10.6,10.6,26.6,30.1,22.5,4.7,23.3,2022,February,2022,2,February,27,1.8,1.7,1.7,1.8,1.9,2.1,2.3,2.5,2.6,2.5,2.3,2.0,1.6,1.2,0.9,0.7,0.7,0.8,1.0,1.3,1.7,2.0,2.2,2.2
28 February 2022,0,0,0,0,27.3,31.7,24,6.6,27,2022,February,2022,2,February,28,2.1,1.9,1.7,1.6,1.6,1.7,1.9,2.3,2.6,2.8,2.8,2.5,2.1,1.6,1.2,0.8,0.6,0.5,0.6,0.9,1.4,1.9,2.3,2.5
01 March 2022,-,-,-,-,-,-,-,-,-,2022,March,2022,3,March,1,2.4,2.2,1.8,1.6,1.4,1.4,1.6,1.8,2.3,2.8,3.0,3.0,2.7,2.2,1.6,1.1,0.7,0.4,0.4,0.6,1.0,1.6,2.2,2.5
02 March 2022,11.4,9.4,10.8,11.2,26.4,32.2,22.6,5,30.2,2022,March,2022,3,March,2,2.6,2.5,2.1,1.7,1.4,1.2,1.2,1.4,1.8,2.5,3.0,3.2,3.1,2.7,2.1,1.5,0.9,0.5,0.4,0.4,0.6,1.2,2.0,2.5
03 March 2022,2.2,1.4,1.4,2,27,32.2,24.7,4.9,31.3,2022,March,2022,3,March,3,2.7,2.7,2.4,1.9,1.4,1.1,1.0,1.1,1.4,2.0,2.7,3.2,3.3,3.1,2.6,1.9,1.3,0.8,0.4,0.3,0.5,0.9,1.7,2.3
04 March 2022,0.2,0.2,0.2,0.2,27.4,31.3,24.7,6,23,2022,March,2022,3,March,4,2.7,2.8,2.7,2.2,1.6,1.2,0.9,0.9,1.1,1.5,2.2,2.9,3.3,3.3,3.0,2.4,1.7,1.1,0.6,0.4,0.4,0.7,1.3,2.1
05 March 2022,29.2,11.6,18.2,21.8,26.4,33.8,22.7,3.5,25.6,2022,March,2022,3,March,5,2.7,2.8,2.8,2.5,1.9,1.4,1.0,0.8,0.8,1.1,1.6,2.4,3.1,3.3,3.1,2.7,2.1,1.4,0.9,0.6,0.5,0.6,1.0,1.8
06 March 2022,1.6,0.6,0.8,1.4,26.2,31.2,24.2,2.6,14.8,2022,March,2022,3,March,6,2.5,2.8,2.9,2.7,2.2,1.6,1.1,0.8,0.7,0.8,1.2,1.9,2.6,3.0,3.1,2.9,2.4,1.8,1.2,0.8,0.6,0.6,0.9,1.5
07 March 2022,2.4,1,1.4,2.4,26.9,32.1,24.8,4.2,25.6,2022,March,2022,3,March,7,2.3,2.8,2.9,2.8,2.4,1.9,1.3,0.9,0.7,0.7,0.9,1.4,2.1,2.7,2.9,2.9,2.6,2.1,1.5,1.1,0.8,0.8,0.9,1.4
08 March 2022,0,0,0,0,27.6,31.9,24.7,3.9,20.6,2022,March,2022,3,March,8,2.0,2.6,2.9,2.8,2.6,2.1,1.6,1.1,0.8,0.7,0.8,1.1,1.6,2.2,2.5,2.6,2.5,2.2,1.7,1.3,1.1,1.0,1.1,1.3
09 March 2022,0,0,0,0,27.7,31.2,24.8,5.6,25.2,2022,March,2022,3,March,9,1.8,2.4,2.7,2.8,2.7,2.3,1.8,1.3,1.0,0.8,0.8,0.9,1.3,1.7,2.1,2.3,2.3,2.2,1.8,1.5,1.3,1.2,1.2,1.4
10 March 2022,4.2,4,4.2,4.2,27.4,31.9,23.7,5.7,34.3,2022,March,2022,3,March,10,1.7,2.2,2.5,2.7,2.6,2.4,2.0,1.6,1.3,1.0,0.9,0.9,1.1,1.4,1.7,1.9,2.0,2.0,1.8,1.6,1.5,1.4,1.4,1.5
11 March 2022,6,3,4.2,5.8,27,33,24.7,4.2,19.8,2022,March,2022,3,March,11,1.7,2.0,2.3,2.5,2.6,2.4,2.2,1.9,1.6,1.3,1.2,1.1,1.1,1.2,1.4,1.5,1.6,1.7,1.7,1.7,1.6,1.6,1.6,1.6
12 March 2022,0,0,0,0,27.7,33.8,23.9,6,30.6,2022,March,2022,3,March,12,1.7,1.9,2.1,2.3,2.4,2.4,2.3,2.1,1.9,1.7,1.5,1.3,1.2,1.1,1.2,1.2,1.3,1.4,1.5,1.6,1.7,1.7,1.8,1.8
13 March 2022,0,0,0,0,27.7,34.6,23.4,3.9,21.3,2022,March,2022,3,March,13,1.8,1.8,1.9,2.0,2.1,2.2,2.2,2.2,2.2,2.1,1.9,1.7,1.4,1.2,1.1,1.0,1.0,1.1,1.3,1.5,1.7,1.9,2.0,2.0
14 March 2022,0,0,0,0,28.3,32.5,25.5,4.1,19.4,2022,March,2022,3,March,14,1.9,1.8,1.7,1.8,1.8,1.9,2.0,2.2,2.3,2.4,2.3,2.1,1.8,1.4,1.1,0.9,0.8,0.9,1.0,1.3,1.6,1.9,2.1,2.2
15 March 2022,20.8,10.4,16.6,20.4,25.9,32,23.2,3.4,20.9,2022,March,2022,3,March,15,2.1,1.9,1.7,1.6,1.5,1.6,1.8,2.0,2.3,2.6,2.6,2.5,2.2,1.7,1.3,1.0,0.7,0.7,0.8,1.1,1.5,1.9,2.3,2.4
16 March 2022,1.4,1.4,1.4,1.4,27.6,33,23.5,3.3,18,2022,March,2022,3,March,16,2.3,2.1,1.7,1.5,1.4,1.3,1.5,1.8,2.2,2.6,2.8,2.8,2.5,2.1,1.6,1.1,0.8,0.6,0.6,0.8,1.3,1.9,2.3,2.5
17 March 2022,9.4,7,8.4,8.4,27,33,24.4,2.8,22,2022,March,2022,3,March,17,2.5,2.3,1.9,1.5,1.2,1.1,1.2,1.4,1.9,2.4,2.8,3.0,2.8,2.5,1.9,1.3,0.9,0.6,0.5,0.6,1.0,1.6,2.3,2.6
18 March 2022,0.4,0.2,0.2,0.2,27.3,32.9,25,4.1,20.9,2022,March,2022,3,March,18,2.7,2.6,2.2,1.7,1.2,1.0,1.0,1.1,1.5,2.1,2.7,3.1,3.0,2.8,2.3,1.6,1.1,0.7,0.5,0.5,0.8,1.4,2.1,2.7
19 March 2022,0,0,0,0,27.9,33.9,25.1,3.7,18.3,2022,March,2022,3,March,19,2.8,2.7,2.4,1.9,1.4,1.0,0.8,0.9,1.1,1.6,2.3,3.0,3.1,3.0,2.6,2.0,1.4,0.9,0.6,0.5,0.7,1.1,1.8,2.6
20 March 2022,0,0,0,0,28.3,33.9,25.9,3.4,18.3,2022,March,2022,3,March,20,2.9,2.9,2.7,2.2,1.6,1.1,0.8,0.7,0.8,1.2,1.8,2.6,3.1,3.1,2.9,2.4,1.7,1.2,0.8,0.6,0.6,0.9,1.5,2.3
21 March 2022,10.2,5.8,9,10.2,27.5,33.3,21.8,3.1,35.9,2022,March,2022,3,March,21,2.9,3.0,2.9,2.5,1.9,1.3,0.8,0.6,0.6,0.8,1.3,2.1,2.7,3.0,3.0,2.7,2.1,1.5,1.0,0.8,0.7,0.8,1.3,1.9
22 March 2022,1.4,0.8,1.2,1.4,27.7,31.9,26.2,3,16.9,2022,March,2022,3,March,22,2.7,3.1,3.0,2.7,2.2,1.6,1.0,0.6,0.5,0.6,0.9,1.5,2.2,2.7,2.9,2.8,2.4,1.9,1.3,1,0.8,0.9,1.2,1.7
