date,daily rainfall total (mm),highest30-min rainfall (mm),highest60-min rainfall (mm),highest120-min rainfall (mm),mean temperature (°c),maximum temperature (°c),minimum temperature (°c),mean wind speed (km/h),max wind speed (km/h),year,month_x,year ,month_num,month_y,day,0h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
23 March 2022,0,0,0,0,27.5,32.9,25.4,3.2,28.5,2022,March,2022,3,March,23,2.4,2.9,3.1,2.9,2.5,1.9,1.3,0.8,0.5,0.5,0.6,1.0,1.6,2.2,2.6,2.7,2.5,2.2,1.7,1.3,1.0,1.0,1.1,1.5
24 March 2022,2.2,1.2,1.6,2.2,27.1,33.5,23.4,3.6,18.3,2022,March,2022,3,March,24,2.1,2.6,3.0,3.0,2.8,2.3,1.7,1.2,0.8,0.6,0.5,0.7,1.1,1.6,2.1,2.3,2.4,2.2,1.9,1.6,1.3,1.2,1.2,1.4
25 March 2022,0,0,0,0,27.6,33.4,24.8,3.4,31.7,2022,March,2022,3,March,25,1.8,2.3,2.7,2.9,2.9,2.6,2.2,1.6,1.2,0.9,0.7,0.7,0.8,1.1,1.5,1.8,2.0,2.1,2.0,1.8,1.6,1.5,1.4,1.5
26 March 2022,20.4,16,20,20.4,27.3,33.3,24,3.8,17.6,2022,March,2022,3,March,26,1.7,2.0,2.3,2.6,2.7,2.7,2.5,2.1,1.7,1.4,1.1,0.9,0.8,0.9,1.0,1.3,1.5,1.7,1.8,1.9,1.9,1.8,1.7,1.6
27 March 2022,0,0,0,0,27.3,33.6,23.1,3.3,18,2022,March,2022,3,March,27,1.7,1.8,1.9,2.1,2.3,2.5,2.5,2.4,2.2,2.0,1.6,1.3,1.1,0.9,0.8,0.8,1.0,1.2,1.5,1.7,2.0,2.1,2.0,1.9
28 March 2022,3,3,3,3,26.9,34,23.9,3.2,28.9,2022,March,2022,3,March,28,1.8,1.7,1.7,1.7,1.9,2.1,2.3,2.5,2.5,2.5,2.2,1.9,1.5,1.1,0.9,0.7,0.7,0.8,1.1,1.4,1.9,2.2,2.3,2.2
29 March 2022,0,0,0,0,27.3,33,24,3.9,32.8,2022,March,2022,3,March,29,2.1,1.8,1.6,1.5,1.5,1.6,1.8,2.2,2.5,2.7,2.7,2.5,2.1,1.6,1.1,0.7,0.5,0.5,0.7,1.1,1.6,2.1,2.4,2.5
30 March 2022,1,0.8,0.8,1,27.8,33.3,24.7,2.8,17.2,2022,March,2022,3,March,30,2.4,2.0,1.7,1.4,1.2,1.2,1.4,1.7,2.3,2.7,2.9,2.9,2.6,2.1,1.5,1.0,0.6,0.5,0.5,0.8,1.3,2.0,2.4,2.6
31 March 2022,3.6,3.6,3.6,3.6,27,33.4,23.9,3,31.3,2022,March,2022,3,March,31,2.6,2.3,1.9,1.4,1.1,1.0,1.0,1.3,1.8,2.5,2.9,3.1,2.9,2.5,1.9,1.3,0.8,0.5,0.4,0.6,1.0,1.7,2.4,2.7
01 April 2022,-,-,-,-,-,-,-,-,-,2022,April,2022,4,April,1,2.8,2.6,2.2,1.6,1.1,0.9,0.8,0.9,1.3,2.0,2.7,3.1,3.1,2.9,2.3,1.7,1.1,0.7,0.5,0.5,0.8,1.4,2.2,2.7
02 April 2022,0,0,0,0,27.3,33.9,24.5,3.2,19.1,2022,April,2022,4,April,2,2.9,2.8,2.4,1.9,1.3,0.9,0.7,0.7,0.9,1.5,2.2,2.9,3.1,3.0,2.7,2.1,1.4,0.9,0.6,0.6,0.7,1.2,2.0,2.6
03 April 2022,0,0,0,0,26.5,30.8,24.6,2.9,19.1,2022,April,2022,4,April,3,2.9,2.9,2.7,2.1,1.5,1.0,0.7,0.6,0.7,1.0,1.7,2.5,2.9,3.0,2.9,2.4,1.8,1.2,0.9,0.7,0.7,1.0,1.7,2.4
04 April 2022,0,0,0,0,27.3,33.3,23,3.6,19.8,2022,April,2022,4,April,4,2.9,3.0,2.8,2.4,1.8,1.2,0.7,0.5,0.5,0.7,1.2,2.0,2.6,2.9,2.9,2.6,2.1,1.5,1.1,0.8,0.8,1.0,1.4,2.2
05 April 2022,0,0,0,0,27.1,30.9,24.9,4.2,23.3,2022,April,2022,4,April,5,2.8,3.0,2.9,2.6,2.0,1.4,0.9,0.6,0.5,0.6,0.9,1.5,2.2,2.6,2.7,2.6,2.3,1.8,1.3,1,0.9,1.0,1.3,1.9
06 April 2022,15.2,7.2,7.4,7.4,26.8,33.7,23.5,3.2,26.3,2022,April,2022,4,April,6,2.6,2.9,2.9,2.7,2.3,1.7,1.1,0.7,0.5,0.5,0.7,1.2,1.7,2.2,2.5,2.5,2.3,1.9,1.5,1.2,1.1,1.1,1.3,1.7
07 April 2022,1.4,0.6,0.8,1,25.8,27.8,24.1,2.8,20.6,2022,April,2022,4,April,7,2.3,2.8,2.9,2.8,2.5,2.0,1.4,1.0,0.7,0.6,0.7,0.9,1.4,1.8,2.1,2.3,2.2,2.0,1.7,1.4,1.2,1.2,1.4,1.6
08 April 2022,4.4,4.4,4.4,4.4,27,33.5,24.1,4.1,32.4,2022,April,2022,4,April,8,2.1,2.6,2.8,2.8,2.6,2.2,1.7,1.3,1.0,0.8,0.8,0.9,1.1,1.5,1.8,1.9,2.0,1.9,1.7,1.5,1.4,1.4,1.4,1.6
09 April 2022,2.2,1.6,1.8,2.2,26.2,30.7,23.1,3.2,25.9,2022,April,2022,4,April,9,1.9,2.3,2.6,2.7,2.6,2.3,2.0,1.6,1.3,1.1,1.0,0.9,1.0,1.2,1.5,1.6,1.7,1.8,1.7,1.6,1.5,1.5,1.5,1.6
10 April 2022,15.2,8,13.8,15.2,26.2,32.2,24.4,2.9,18,2022,April,2022,4,April,10,1.8,2.1,2.3,2.4,2.5,2.4,2.2,1.9,1.7,1.5,1.3,1.2,1.1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.7,1.7,1.7,1.7
11 April 2022,0.8,0.4,0.6,0.8,26.2,31.4,24,2.5,25.2,2022,April,2022,4,April,11,1.7,1.9,2.0,2.1,2.2,2.2,2.2,2.2,2.0,1.9,1.7,1.5,1.2,1.1,1.0,1.1,1.1,1.3,1.5,1.7,1.8,1.9,1.9,1.9
12 April 2022,0,0,0,0,27.5,33.3,23.9,2.8,13.7,2022,April,2022,4,April,12,1.8,1.7,1.8,1.8,1.9,2.0,2.1,2.2,2.3,2.2,2.1,1.8,1.5,1.2,1.0,0.9,0.9,1.0,1.3,1.6,1.9,2.1,2.2,2.1
13 April 2022,0.6,0.4,0.4,0.6,27.4,32.1,24.9,2.3,17.6,2022,April,2022,4,April,13,1.9,1.7,1.6,1.5,1.5,1.7,1.9,2.1,2.4,2.5,2.4,2.2,1.9,1.4,1.1,0.9,0.7,0.8,1.0,1.4,1.9,2.3,2.4,2.4
14 April 2022,2.8,2,2.2,2.8,28.2,33.3,23.2,3.6,33.5,2022,April,2022,4,April,14,2.2,1.8,1.5,1.3,1.3,1.3,1.5,1.9,2.3,2.6,2.7,2.6,2.2,1.7,1.3,0.9,0.7,0.7,0.8,1.2,1.8,2.3,2.6,2.6
15 April 2022,15.8,10.4,11,14.4,27.4,31.8,24.1,3.4,27.4,2022,April,2022,4,April,15,2.4,2.1,1.6,1.3,1.1,1.0,1.2,1.5,2.0,2.5,2.8,2.8,2.6,2.1,1.6,1.1,0.8,0.6,0.7,1,1.5,2.2,2.7,2.8
16 April 2022,4.4,3.6,4.4,4.4,28.3,33.5,23.6,3.3,24.1,2022,April,2022,4,April,16,2.7,2.4,1.8,1.3,1.0,0.8,0.8,1.1,1.5,2.2,2.8,3.0,2.9,2.5,1.9,1.3,0.9,0.7,0.6,0.8,1.2,2.0,2.7,3.0
17 April 2022,54.6,24,39.6,42.8,27.8,33.7,25,3.1,19.1,2022,April,2022,4,April,17,2.9,2.7,2.1,1.5,1.0,0.7,0.6,0.7,1.1,1.7,2.4,2.9,3.0,2.8,2.4,1.7,1.2,0.8,0.7,0.7,1.0,1.6,2.4,3.0
18 April 2022,3.4,0.8,1,1.4,27.2,32.6,24,3.8,25.2,2022,April,2022,4,April,18,3.1,2.9,2.5,1.8,1.2,0.7,0.5,0.5,0.7,1.1,1.9,2.6,3.0,2.9,2.7,2.2,1.6,1.1,0.8,0.8,0.9,1.3,2.0,2.8
19 April 2022,26.6,18.8,24.8,26.2,26.9,32.5,23.8,2.5,23,2022,April,2022,4,April,19,3.2,3.1,2.8,2.2,1.5,0.9,0.5,0.3,0.4,0.7,1.3,2.1,2.7,2.9,2.8,2.5,2.0,1.4,1.1,0.9,0.9,1.2,1.7,2.5
20 April 2022,0.2,0.2,0.2,0.2,27.8,32.7,25,3.2,17.6,2022,April,2022,4,April,20,3.1,3.2,3.0,2.6,1.9,1.2,0.7,0.4,0.3,0.4,0.8,1.4,2.1,2.6,2.7,2.7,2.3,1.8,1.4,1.1,1.0,1.2,1.5,2.1
21 April 2022,23.8,20.2,22.6,22.8,25.8,29.2,23.8,2.2,24.8,2022,April,2022,4,April,21,2.8,3.2,3.2,2.9,2.4,1.7,1.1,0.6,0.4,0.3,0.5,0.9,1.5,2.1,2.4,2.5,2.4,2.1,1.7,1.3,1.2,1.2,1.4,1.8
22 April 2022,0,0,0,0,28.2,32.9,24.7,4.7,23,2022,April,2022,4,April,22,2.4,2.9,3.1,3.0,2.7,2.2,1.6,1.0,0.6,0.5,0.4,0.6,1.0,1.5,1.9,2.2,2.3,2.2,1.9,1.6,1.4,1.3,1.4,1.6
23 April 2022,0.4,0.4,0.4,0.4,28.5,33.7,25.6,3.3,24.4,2022,April,2022,4,April,23,2.0,2.5,2.8,3.0,2.9,2.6,2.1,1.6,1.1,0.8,0.6,0.6,0.7,1.0,1.4,1.7,1.9,2.1,2.0,1.9,1.7,1.5,1.5,1.6
24 April 2022,0.6,0.6,0.6,0.6,28.1,32.6,25.6,2.6,18.7,2022,April,2022,4,April,24,1.8,2.1,2.4,2.6,2.7,2.7,2.4,2.1,1.7,1.3,1.0,0.8,0.7,0.8,1.0,1.2,1.5,1.8,1.9,2,2.0,1.9,1.7,1.7
25 April 2022,0.4,0.2,0.2,0.2,28.1,33.4,25.7,3.1,18.7,2022,April,2022,4,April,25,1.7,1.8,1.9,2.1,2.3,2.5,2.5,2.5,2.2,1.9,1.6,1.3,1.0,0.8,0.7,0.8,1.0,1.3,1.7,2,2.1,2.2,2.1,1.9
26 April 2022,0,0,0,0,28.1,31.4,24.9,2.7,13.7,2022,April,2022,4,April,26,1.7,1.6,1.6,1.6,1.8,2.0,2.3,2.5,2.6,2.4,2.2,1.8,1.4,1.0,0.8,0.6,0.7,1.0,1.3,1.8,2.2,2.4,2.4,2.2
27 April 2022,9.4,7.4,8.8,9.2,26.8,33.1,24.8,2.4,17.2,2022,April,2022,4,April,27,1.9,1.7,1.4,1.3,1.3,1.5,1.8,2.2,2.6,2.7,2.6,2.3,1.9,1.4,1.0,0.7,0.6,0.7,1.0,1.5,2.1,2.4,2.6,2.5
28 April 2022,8.6,6.4,8,8.6,27.6,34,24.5,2.8,16.9,2022,April,2022,4,April,28,2.2,1.8,1.5,1.2,1.0,1.1,1.3,1.7,2.3,2.7,2.8,2.7,2.3,1.8,1.3,0.9,0.6,0.6,0.8,1.2,1.9,2.4,2.7,2.7
29 April 2022,0,0,0,0,27.8,33.1,25,3.1,19.1,2022,April,2022,4,April,29,2.5,2.1,1.6,1.2,0.9,0.8,0.9,1.2,1.8,2.4,2.8,2.9,2.7,2.2,1.6,1.1,0.8,0.6,0.7,1,1.6,2.3,2.8,2.9
30 April 2022,11.6,7.4,7.8,7.8,27.7,33.5,24.4,2.6,29.1,2022,April,2022,4,April,30,2.8,2.4,1.8,1.3,0.9,0.7,0.7,0.9,1.3,2.0,2.6,2.8,2.8,2.5,2.0,1.4,1.0,0.8,0.7,0.9,1.4,2.1,2.7,3.0
01 May 2022,-,-,-,-,-,-,-,-,-,2022,May,2022,5,May,1,2.9,2.6,2.1,1.5,1.0,0.7,0.5,0.6,0.9,1.6,2.3,2.7,2.8,2.7,2.3,1.8,1.3,0.9,0.8,0.9,1.2,1.8,2.5,3.0
02 May 2022,0.4,0.4,0.4,0.4,27.7,31.6,24.5,4.2,35,2022,May,2022,5,May,2,3.0,2.8,2.6,1.8,1.2,0.7,0.5,0.5,0.7,1.1,1.8,2.4,2.7,2.8,2.6,2.1,1.6,1.2,0.9,0.9,1.1,1.6,2.3,2.9
03 May 2022,1.8,1,1.4,1.6,28.2,33.1,24.2,3.9,18.7,2022,May,2022,5,May,3,3.1,2.9,2.6,2.1,1.4,0.9,0.6,0.4,0.5,0.8,1.4,2.1,2.5,2.7,2.6,2.3,1.8,1.4,1.1,1,1.1,1.4,2.0,2.6
04 May 2022,8.2,5.2,5.6,7,27.7,30.9,24.2,4,24.8,2022,May,2022,5,May,4,3.0,3.0,2.8,2.3,1.7,1.1,0.7,0.5,0.4,0.6,1.1,1.7,2.2,2.5,2.6,2.4,2.1,1.6,1.3,1.1,1.1,1.3,1.7,2.4
05 May 2022,0,0,0,0,28.8,32.9,26.5,3.4,16.5,2022,May,2022,5,May,5,2.9,3.0,2.9,2.6,2.0,1.4,0.9,0.6,0.5,0.5,0.8,1.3,1.8,2.2,2.4,2.4,2.2,1.8,1.4,1.2,1.2,1.3,1.6,2.1
06 May 2022,0,0,0,0,29.4,34.6,26.3,3.1,20.9,2022,May,2022,5,May,6,2.7,3.0,3.0,2.7,2.3,1.7,1.2,0.8,0.6,0.6,0.7,1.0,1.5,1.9,2.1,2.3,2.2,1.9,1.6,1.4,1.3,1.3,1.5,1.9
07 May 2022,2.8,0.8,1.2,1.6,27.1,32.3,24.7,3.2,31.7,2022,May,2022,5,May,7,2.4,2.8,2.9,2.8,2.5,2.1,1.5,1.1,0.9,0.7,0.7,0.9,1.2,1.6,1.9,2.0,2.1,2.0,1.7,1.5,1.4,1.4,1.5,1.7
08 May 2022,1.4,0.6,0.6,0.8,27.2,30.5,24.6,2.7,19.1,2022,May,2022,5,May,8,2.1,2.5,2.7,2.8,2.6,2.3,1.9,1.5,1.2,1.0,0.9,0.9,1.0,1.3,1.6,1.8,1.9,1.9,1.8,1.7,1.6,1.5,1.5,1.7
09 May 2022,1.4,1,1.2,1.4,29.6,33.8,26.7,4,20.9,2022,May,2022,5,May,9,1.9,2.2,2.5,2.6,2.6,2.4,2.2,1.8,1.5,1.3,1.1,1.0,1.0,1.1,1.3,1.5,1.7,1.8,1.9,1.9,1.8,1.7,1.6,1.7
10 May 2022,0,0,0,0,29.7,34.6,26.3,3.5,17.6,2022,May,2022,5,May,10,1.7,1.9,2.1,2.3,2.4,2.4,2.3,2.1,1.9,1.7,1.4,1.2,1.0,1.0,1.0,1.2,1.4,1.6,1.9,2,2.0,2.0,1.9,1.7
11 May 2022,19.8,9.4,13,17.8,27.1,30.6,24.4,2.6,24.8,2022,May,2022,5,May,11,1.7,1.7,1.8,1.9,2.0,2.2,2.3,2.3,2.2,2.0,1.8,1.5,1.2,1.0,0.9,1.0,1.1,1.4,1.7,2.1,2.2,2.3,2.2,2.0
12 May 2022,0,0,0,0,29.1,34.1,25.8,4.7,25.6,2022,May,2022,5,May,12,1.7,1.6,1.5,1.5,1.6,1.8,2.0,2.3,2.4,2.4,2.2,1.9,1.5,1.2,0.9,0.9,0.9,1.1,1.5,2,2.4,2.5,2.5,2.2
13 May 2022,2,1.4,1.6,2,28.1,33.8,25.4,3.2,17.2,2022,May,2022,5,May,13,1.9,1.6,1.3,1.2,1.2,1.4,1.7,2.0,2.4,2.6,2.5,2.3,1.9,1.4,1.1,0.9,0.8,0.9,1.3,1.8,2.4,2.7,2.8,2.6
14 May 2022,6.8,6,6.4,6.8,28.6,33.6,25.6,2.9,17.2,2022,May,2022,5,May,14,2.2,1.7,1.3,1.0,0.9,1.0,1.2,1.6,2.1,2.6,2.7,2.6,2.3,1.8,1.3,1.0,0.8,0.8,1.1,1.5,2.2,2.8,3.0,2.9
15 May 2022,22.6,20.2,22.6,22.6,27.7,34.1,23.4,3.4,24.1,2022,May,2022,5,May,15,2.6,2.0,1.5,1.0,0.7,0.7,0.8,1.1,1.7,2.3,2.7,2.8,2.6,2.2,1.7,1.2,0.9,0.8,0.9,1.3,1.8,2.6,3.1,3.1
16 May 2022,2.8,2.2,2.2,2.2,26.8,32.9,24.2,3.8,26.7,2022,May,2022,5,May,16,2.9,2.4,1.8,1.2,0.7,0.5,0.5,0.7,1.1,1.8,2.5,2.8,2.8,2.6,2.2,1.6,1.2,0.9,0.9,1.1,1.5,2.2,2.9,3.3
17 May 2022,0,0,0,0,28.6,33.2,24.9,3.4,18,2022,May,2022,5,May,17,3.2,2.8,2.2,1.5,0.9,0.5,0.3,0.3,0.6,1.2,1.9,2.5,2.8,2.8,2.6,2.0,1.5,1.2,1.0,1,1.3,1.8,2.5,3.2
18 May 2022,0,0,0,0,29.4,34.5,25.9,3.4,21.3,2022,May,2022,5,May,18,3.3,3.1,2.7,2.0,1.3,0.7,0.3,0.2,0.3,0.6,1.3,2.0,2.5,2.7,2.7,2.4,1.9,1.5,1.2,1.1,1.2,1.5,2.1,2.8
19 May 2022,11,10.2,11,11,27.3,32.6,24.8,2.7,21.3,2022,May,2022,5,May,19,3.3,3.3,3.0,2.5,1.8,1.1,0.6,0.3,0.2,0.3,0.7,1.4,2.0,2.4,2.6,2.6,2.3,1.8,1.4,1.2,1.2,1.4,1.8,2.4
20 May 2022,30.4,24.4,29.8,30.4,27.2,33.6,23.1,3,35.9,2022,May,2022,5,May,20,3.0,3.3,3.2,2.9,2.3,1.6,1.0,0.6,0.3,0.3,0.4,0.8,1.4,2.0,2.3,2.5,2.4,2.1,1.7,1.4,1.3,1.3,1.6,2.0
21 May 2022,0,0,0,0,27.4,33.7,24.2,2.8,22.6,2022,May,2022,5,May,21,2.5,3.0,3.2,3.1,2.8,2.2,1.6,1.0,0.6,0.4,0.4,0.6,0.9,1.4,1.9,2.2,2.3,2.3,2.0,1.7,1.5,1.4,1.5,1.7
22 May 2022,0,0,0,0,28.6,33.8,25.9,3.5,23,2022,May,2022,5,May,22,2.1,2.5,2.9,3.0,0.3,2.6,2.1,1.6,1.1,0.8,0.6,0.5,0.7,1.0,1.4,1.8,2.1,2.2,2.2,2,1.7,1.6,1.5,1.5
23 May 2022,32.4,15.8,19,28,28.1,34.5,24.2,3.7,24.1,2022,May,2022,5,May,23,1.7,2.0,2.4,2.7,2.8,2.8,2.5,2.1,1.7,1.3,1.0,0.7,0.7,0.7,1.0,1.3,1.7,2.0,2.2,2.2,2.1,1.8,1.7,1.6
24 May 2022,0,0,0,0,28.6,34.2,24.1,3.7,21.3,2022,May,2022,5,May,24,1.6,1.6,1.8,2.1,2.4,2.6,2.6,2.5,2.2,1.8,1.4,1.1,0.9,0.7,0.8,1.0,1.3,1.7,2.1,2.3,2.3,2.2,2.0,1.7
25 May 2022,40.4,23,28.4,33.2,27.4,34,23.8,4.1,29.4,2022,May,2022,5,May,25,1.6,1.5,1.4,1.6,1.8,2.1,2.4,2.5,2.5,2.3,2.0,1.6,1.2,0.9,0.8,0.8,1.0,1.4,1.8,2.2,2.5,2.5,2.3,2.0
26 May 2022,0,0,0,0,27.8,33.9,23.5,3,14.4,2022,May,2022,5,May,26,1.7,1.4,1.3,1.2,1.3,1.5,1.9,2.3,2.5,2.5,2.4,2.0,1.6,1.2,0.9,0.8,0.9,1.1,1.6,2.1,2.5,2.7,2.6,2.4
27 May 2022,0,0,0,0,28.8,34.2,25.6,3.2,20.6,2022,May,2022,5,May,27,2.0,1.6,1.2,1.0,0.9,1.1,1.4,1.8,2.3,2.5,2.6,2.4,2.0,1.6,1.2,0.9,0.8,1.0,1.3,1.8,2.4,2.7,2.8,2.7
28 May 2022,0,0,0,0,28.7,34.3,25.5,3.8,23,2022,May,2022,5,May,28,2.3,1.8,1.3,1.0,0.8,0.8,0.9,1.3,1.9,2.3,2.6,2.6,2.3,1.9,1.5,1.1,0.9,0.9,1.2,1.6,2.2,2.7,2.9,2.8
29 May 2022,0,0,0,0,29.3,35.1,25.6,3.8,23,2022,May,2022,5,May,29,2.6,2.1,1.5,1.1,0.8,0.6,0.7,0.9,1.4,2.0,2.4,2.6,2.5,2.2,1.8,1.4,1.1,1.0,1.1,1.4,1.9,2.5,2.9,3.0
30 May 2022,0.2,0.2,0.2,0.2,29,33.9,25.7,2.8,18.7,2022,May,2022,5,May,30,2.8,2.4,1.8,1.3,0.8,0.6,0.5,0.7,1.0,1.6,2.2,2.5,2.6,2.4,2.1,1.6,1.3,1.1,1.1,1.3,1.7,2.3,2.8,3.0
31 May 2022,27.6,23.2,27.6,27.6,28.9,34.1,25.1,3.2,25.6,2022,May,2022,5,May,31,2.9,2.6,2.1,1.5,1.0,0.6,0.5,0.5,0.8,1.3,1.8,2.3,2.5,2.6,2.3,1.9,1.5,1.2,1.1,1.2,1.5,2.0,2.6,3.0
01 June 2022,-,-,-,-,-,-,-,-,-,2022,June,2022,6,June,1,3.1,2.8,2.4,1.8,1.2,0.8,0.5,0.5,0.6,1.0,1.5,2.0,2.4,2.5,2.5,2.1,1.7,1.4,1.2,1.2,1.3,1.7,2.3,2.9
02 June 2022,0,0,0,0,27.2,31.5,25.3,3.9,25.2,2022,June,2022,6,June,2,3.1,3.0,2.7,2.1,1.5,1.0,0.7,0.5,0.5,0.7,1.2,1.7,2.2,2.4,2.5,2.3,1.9,1.6,1.3,1.2,1.3,1.6,2.0,2.6
03 June 2022,31.2,18.6,26.2,31,26.8,30.3,24.2,2.2,25.2,2022,June,2022,6,June,3,3.0,3.1,2.9,2.5,1.9,1.3,0.9,0.6,0.5,0.6,0.9,1.4,1.9,2.2,2.4,2.4,2.1,1.7,1.4,1.3,1.2,1.4,1.8,2.3
04 June 2022,9,7.8,8.8,9,27.8,33,23.8,3,24.8,2022,June,2022,6,June,4,2.8,3.1,3.0,2.7,2.2,1.6,1.1,0.8,0.6,0.6,0.7,1.1,1.6,2.0,2.2,2.3,2.2,1.9,1.6,1.4,1.3,1.3,1.6,2.1
05 June 2022,2.2,1.8,2,2,27,33.3,24.6,2.7,22.6,2022,June,2022,6,June,5,2.6,2.9,3.0,2.9,2.5,2.0,1.5,1.0,0.8,0.6,0.7,0.9,1.3,1.7,2.0,2.2,2.2,2.1,1.8,1.5,1.4,1.4,1.5,1.8
06 June 2022,6.8,6.8,6.8,6.8,27.6,32.2,23.2,3.2,20.2,2022,June,2022,6,June,6,2.2,2.6,2.9,2.9,2.7,2.3,1.8,1.3,1.0,0.8,0.7,0.8,1.1,1.4,1.8,2.0,2.2,2.1,2.0,1.7,1.5,1.4,1.4,1.6
07 June 2022,1,0.8,0.8,0.8,26.7,29.1,25.4,2.3,16.5,2022,June,2022,6,June,7,1.9,2.3,2.6,2.7,2.7,2.5,2.1,1.7,1.3,1.0,0.9,0.8,0.9,1.2,1.5,1.8,2.0,2.2,2.1,2,1.8,1.6,1.5,1.5
08 June 2022,5.6,4.4,4.8,4.8,27.4,33.4,24.2,3.2,28.9,2022,June,2022,6,June,8,1.7,1.9,2.2,2.4,2.5,2.5,2.3,2.0,1.7,1.3,1.1,0.9,0.9,1.0,1.2,1.5,1.8,2.1,2.3,2.2,2.1,1.9,1.6,1.5
09 June 2022,8.4,5.8,6.6,8.2,26.5,31.2,23.7,2.8,22,2022,June,2022,6,June,9,1.5,1.6,1.8,2.0,2.2,2.3,2.4,2.3,2.0,1.7,1.4,1.2,1.0,1.0,1.0,1.2,1.6,1.9,2.2,2.4,2.4,2.2,1.9,1.7
10 June 2022,0,0,0,0,27.8,33.7,24.9,2.7,23.7,2022,June,2022,6,June,10,1.5,1.4,1.4,1.5,1.7,2.0,2.2,2.3,2.3,2.1,1.8,1.5,1.2,1.0,1.0,1.1,1.3,1.7,2.1,2.5,2.6,2.6,2.3,1.9
11 June 2022,55.6,30.8,31.2,31.2,26.2,32.4,22.7,3.8,27.8,2022,June,2022,6,June,11,1.6,1.3,1.1,1.1,1.2,1.5,1.8,2.1,2.4,2.4,2.2,1.9,1.5,1.2,1.0,1.0,1.1,1.4,1.8,2.3,2.7,2.9,2.7,2.3
12 June 2022,0,0,0,0,26.6,29.2,25,2.9,20.6,2022,June,2022,6,June,12,1.9,1.4,1.0,0.8,0.8,1.0,1.3,1.7,2.2,2.4,2.5,2.3,2.0,1.6,1.2,1.1,1.0,1.2,1.5,2,2.6,3.0,3.0,2.7
13 June 2022,11.6,10.8,10.8,10.8,27.3,32.9,23.9,3,14.8,2022,June,2022,6,June,13,2.3,1.7,1.1,0.8,0.6,0.6,0.8,1.2,1.7,2.2,2.5,2.6,2.4,2.0,1.6,1.2,1.1,1.1,1.3,1.7,2.3,2.9,3.2,3.1
14 June 2022,4,4,4,4,27.3,32.8,24.3,2.9,17.6,2022,June,2022,6,June,14,2.7,2.2,1.5,0.9,0.5,0.4,0.4,0.7,1.1,1.8,2.3,2.6,2.7,2.5,2.0,1.6,1.2,1.1,1.2,1.4,1.9,2.6,3.2,3.3
15 June 2022,1,0.6,0.6,0.6,27.7,32.7,25.3,3.3,17.2,2022,June,2022,6,June,15,3.1,2.7,2.0,1.3,0.7,0.4,0.2,0.3,0.6,1.2,1.9,2.4,2.6,2.7,2.4,2.0,1.5,1.3,1.2,1.3,1.6,2.1,2.8,3.3
16 June 2022,26,14.4,24,24.2,25.8,29.8,23.2,3,29.4,2022,June,2022,6,June,16,3.4,3.1,2.6,1.9,1.2,0.6,0.3,0.2,0.3,0.6,1.2,1.9,2.4,2.6,2.6,2.4,1.9,1.5,1.3,1.2,1.4,1.7,2.3,3.0
