year ,month_num,month,day,0h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
2022,1,January,1,2.3,1.9,1.6,1.5,1.5,1.6,1.9,2.3,2.8,3.2,3.2,2.9,2.4,1.8,1.3,0.8,0.6,0.6,0.7,1,1.5,2.1,2.5,2.7
2022,1,January,2,2.6,2.4,2.0,1.6,1.5,1.5,1.6,2.0,2.5,3.0,3.3,3.2,2.9,2.4,1.7,1.1,0.7,0.4,0.4,0.6,1.0,1.6,2.2,2.6
2022,1,January,3,2.8,2.7,2.4,1.9,1.6,1.4,1.5,1.7,2.1,2.6,3.2,3.4,3.3,2.9,2.3,1.6,1.0,0.6,0.3,0.3,0.5,1.0,1.7,2.3
2022,1,January,4,2.7,2.8,2.7,2.3,1.9,1.5,1.4,1.5,1.7,2.2,2.8,3.3,3.5,3.3,2.9,2.2,1.5,0.9,0.5,0.3,0.3,0.6,1.0,1.9
2022,1,January,5,2.4,2.7,2.8,2.6,2.2,1.8,1.5,1.4,1.5,1.8,2.3,3.0,3.4,3.5,3.2,2.8,2.1,1.4,0.8,0.5,0.3,0.4,0.7,1.3
2022,1,January,6,2.0,2.5,2.8,2.8,2.5,2.1,1.7,1.4,1.4,1.5,1.8,2.4,3.1,3.4,3.4,3.1,2.6,1.9,1.3,0.8,0.5,0.4,0.5,0.9
2022,1,January,7,1.6,2.2,2.6,2.8,2.7,2.4,1.9,1.6,1.4,1.4,1.5,1.9,2.5,3.1,3.3,3.3,2.9,2.4,1.7,1.2,0.8,0.6,0.6,0.7
2022,1,January,8,1.2,1.9,2.4,2.6,2.7,2.6,2.2,1.8,1.5,1.4,1.4,1.6,2.0,2.5,3.0,3.1,3.0,2.7,2.1,1.6,1.2,0.9,0.7,0.8
2022,1,January,9,1.0,1.5,2.1,2.4,2.6,2.6,2.4,2.1,1.7,1.5,1.4,1.4,1.6,2.0,2.4,2.7,2.8,2.7,2.4,2,1.5,1.2,1.0,1.0
2022,1,January,10,1.0,1.3,1.8,2.2,2.5,2.6,2.6,2.3,2.0,1.7,1.5,1.4,1.4,1.6,1.9,2.2,2.4,2.5,2.4,2.2,1.9,1.6,1.3,1.2
2022,1,January,11,1.2,1.3,1.6,1.9,2.3,2.5,2.6,2.5,2.3,2.0,1.7,1.5,1.4,1.4,1.5,1.7,1.9,2.1,2.2,2.2,2.0,1.9,1.7,1.5
2022,1,January,12,1.4,1.4,1.5,1.8,2.1,2.3,2.5,2.6,2.5,2.3,2.0,1.7,1.5,1.3,1.3,1.3,1.4,1.6,1.8,2,2.1,2.0,1.9,1.8
2022,1,January,13,1.7,1.6,1.6,1.7,1.9,2.1,2.4,2.6,2.6,2.5,2.3,2.0,1.7,1.4,1.2,1.1,1.1,1.2,1.4,1.7,1.9,2.1,2.1,2.1
2022,1,January,14,1.9,1.7,1.6,1.6,1.7,1.9,2.2,2.5,2.7,2.7,2.6,2.3,2.0,1.6,1.2,1.0,0.9,0.9,1.0,1.4,1.7,2.0,2.2,2.3
2022,1,January,15,2.1,1.9,1.7,1.6,1.6,1.7,1.9,2.3,2.6,2.8,2.8,2.6,2.3,1.8,1.4,1.0,0.8,0.8,0.8,1,1.4,1.9,2.2,2.4
2022,1,January,16,2.4,2.2,1.9,1.7,1.6,1.6,1.7,2.0,2.4,2.8,2.9,2.9,2.6,2.2,1.7,1.2,0.9,0.7,0.7,0.8,1.2,1.6,2.1,2.4
2022,1,January,17,2.5,2.4,2.1,1.8,1.6,1.5,1.5,1.8,2.2,2.6,2.9,3.0,2.9,2.5,2.0,1.5,1.0,0.7,0.6,0.7,0.9,1.4,1.9,2.3
2022,1,January,18,2.6,2.6,2.3,2.0,1.6,1.4,1.4,1.6,1.9,2.3,2.8,3.1,3.1,2.8,2.4,1.8,1.2,0.8,0.6,0.6,0.7,1.0,1.7,2.2
2022,1,January,19,2.5,2.6,2.5,2.2,1.8,1.5,1.4,1.4,1.6,2.1,2.6,3.0,3.2,3.1,2.7,2.1,1.5,1.0,0.7,0.6,0.6,0.9,1.4,2.0
2022,1,January,20,2.4,2.7,2.7,2.4,2.0,1.6,1.4,1.3,1.5,1.8,2.3,2.9,3.2,3.2,2.9,2.5,1.9,1.3,0.8,0.6,0.5,0.7,1.0,1.7
2022,1,January,21,2.3,2.6,2.7,2.6,2.2,1.8,1.4,1.3,1.3,1.5,2.0,2.5,3.1,3.3,3.1,2.8,2.2,1.6,1.0,0.7,0.6,0.6,0.9,1.4
2022,1,January,22,2.1,2.5,2.7,2.7,2.5,2.0,1.6,1.3,1.2,1.3,1.7,2.2,2.7,3.1,3.2,3.0,2.5,1.9,1.3,0.9,0.6,0.6,0.8,1.2
2022,1,January,23,1.8,2.3,2.7,2.7,2.6,2.3,1.8,1.4,1.2,1.2,1.4,1.8,2.3,2.8,3.1,3.0,2.7,2.2,1.6,1.1,0.8,0.7,0.7,1.0
2022,1,January,24,1.5,2.1,2.5,2.8,2.7,2.5,2.1,1.6,1.3,1.2,1.2,1.5,1.8,2.3,2.8,2.9,2.8,2.5,2.0,1.4,1.0,0.8,0.8,1.0
2022,1,January,25,1.3,1.8,2.3,2.7,2.8,2.7,2.4,1.9,1.5,1.3,1.2,1.2,1.4,1.8,2.2,2.5,2.6,2.5,2.2,1.8,1.4,1.1,1.0,1.0
2022,1,January,26,1.2,1.6,2.0,2.4,2.7,2.8,2.6,2.3,1.9,1.5,1.3,1.1,1.2,1.4,1.7,2.0,2.2,2.3,2.3,2.1,1.8,1.5,1.3,1.2
2022,1,January,27,1.3,1.5,1.8,2.1,2.4,2.7,2.8,2.6,2.3,1.9,1.6,1.3,1.0,1.1,1.2,1.4,1.7,1.9,2.1,2.1,2.0,1.9,1.7,1.5
2022,1,January,28,1.4,1.5,1.6,1.8,2.1,2.4,2.7,2.8,2.7,2.4,2.0,1.6,1.3,1.1,1.0,1.0,1.1,1.3,1.6,1.9,2.1,2.1,2.1,2.0
2022,1,January,29,1.8,1.6,1.6,1.7,1.8,2.1,2.4,2.7,2.8,2.8,2.5,2.1,1.7,1.3,1.0,0.8,0.7,0.9,1.0,1.4,1.8,2.1,2.3,2.3
2022,1,January,30,2.1,1.9,1.7,1.6,1.6,1.8,2.0,2.4,2.8,3.0,2.9,2.7,2.2,1.7,1.2,0.8,0.6,0.5,0.7,0.9,1.4,1.9,2.3,2.5
2022,1,January,31,2.5,2.3,1.9,1.7,1.5,1.5,1.7,2.0,2.4,2.9,3.2,3.1,2.8,2.3,1.7,1.1,0.7,0.5,0.4,0.5,0.9,1.5,2.1,2.5
2022,2,February,1,2.7,2.6,2.3,1.8,1.5,1.4,1.4,1.6,2.0,2.6,3.1,3.3,3.2,2.8,2.2,1.6,1.0,0.6,0.4,0.3,0.5,1.0,1.7,2.3
2022,2,February,2,2.6,2.7,2.6,2.2,1.7,1.4,1.3,1.3,1.6,2.1,2.7,3.3,3.4,3.2,2.8,2.1,1.4,0.8,0.5,0.3,0.3,0.6,1.2,2.0
2022,2,February,3,2.5,2.8,2.8,2.5,2.0,1.5,1.2,1.2,1.3,1.6,2.2,2.9,3.4,3.4,3.2,2.7,1.9,1.2,0.7,0.4,0.3,0.4,0.9,1.6
2022,2,February,4,2.3,2.7,2.8,2.7,2.3,1.8,1.3,1.1,1.1,1.3,1.7,2.4,3.1,3.4,3.3,3.0,2.4,1.7,1.1,0.7,0.4,0.4,0.6,1.2
2022,2,February,5,2.0,2.6,2.8,2.8,2.6,2.1,1.5,1.2,1.0,1.1,1.3,1.8,2.6,3.1,3.3,3.1,2.7,2.1,1.5,1,0.7,0.5,0.6,1.0
2022,2,February,6,1.7,2.3,2.7,2.8,2.7,2.3,1.8,1.4,1.1,1.0,1.1,1.4,2.0,2.6,3.0,3.0,2.8,2.4,1.8,1.3,0.9,0.7,0.7,0.9
2022,2,February,7,1.4,2.1,2.5,2.8,2.7,2.5,2.1,1.6,1.2,1.0,1.0,1.2,1.5,2.1,2.5,2.7,2.7,2.5,2.1,1.6,1.2,1.0,0.9,1.0
2022,2,February,8,1.3,1.8,2.3,2.6,2.7,2.6,2.3,1.9,1.5,1.2,1.1,1.1,1.3,1.6,2.0,2.3,2.4,2.3,2.1,1.8,1.5,1.3,1.2,1.2
2022,2,February,9,1.4,1.7,2.1,2.4,2.6,2.6,2.4,2.1,1.7,1.4,1.2,1.2,1.2,1.3,1.6,1.8,2.0,2.0,2.0,1.9,1.7,1.5,1.4,1.4
2022,2,February,10,1.5,1.7,2.0,2.2,2.4,2.5,2.5,2.3,2.0,1.7,1.5,1.3,1.2,1.2,1.3,1.4,1.6,1.7,1.8,1.8,1.8,1.7,1.7,1.6
2022,2,February,11,1.6,1.7,1.9,2.0,2.2,2.3,2.4,2.4,2.3,2.1,1.8,1.6,1.4,1.2,1.1,1.1,1.2,1.3,1.5,1.6,1.8,1.9,1.9,1.8
2022,2,February,12,1.8,1.7,1.8,1.9,2.0,2.1,2.3,2.4,2.4,2.4,2.2,2.0,1.7,1.4,1.1,1.0,1.0,1.0,1.2,1.4,1.6,1.9,2.0,2.1
2022,2,February,13,2.0,1.8,1.7,1.7,1.8,1.9,2.0,2.2,2.4,2.6,2.5,2.3,2.0,1.6,1.3,1.0,0.8,0.8,0.9,1.1,1.5,1.8,2.1,2.2
2022,2,February,14,2.2,2.0,1.8,1.6,1.6,1.6,1.8,2.0,2.3,2.6,2.8,2.7,2.4,2.0,1.5,1.1,0.8,0.7,0.7,0.9,1.2,1.7,2.1,2.4
2022,2,February,15,2.4,2.2,1.9,1.6,1.5,1.4,1.5,1.8,2.1,2.5,2.9,2.9,2.8,2.4,1.8,1.3,0.9,0.7,0.6,0.7,1.0,1.5,2.0,2.4
2022,2,February,16,2.5,2.5,2.2,1.8,1.5,1.3,1.3,1.5,1.8,2.3,2.8,3.1,3.0,2.7,2.2,1.6,1.1,0.7,0.5,0.6,0.8,1.3,1.9,2.4
2022,2,February,17,2.6,2.6,2.4,2.0,1.5,1.3,1.2,1.3,1.5,2.0,2.6,3.1,3.2,3.0,2.5,1.9,1.3,0.9,0.6,0.5,0.6,1.0,1.6,2.3
2022,2,February,18,2.6,2.7,2.6,2.2,1.7,1.3,1.1,1.1,1.3,1.7,2.3,2.9,3.2,3.1,2.8,2.3,1.6,1.1,0.7,0.5,0.5,0.8,1.3,2.0
2022,2,February,19,2.6,2.8,2.7,2.5,2.0,1.5,1.1,1.0,1.1,1.4,1.9,2.6,3.1,3.2,3.0,2.6,2.0,1.3,0.9,0.6,0.5,0.7,1.1,1.7
2022,2,February,20,2.4,2.8,2.8,2.7,2.3,1.7,1.2,1.0,0.9,1.1,1.5,2.1,2.8,3.1,3.1,2.8,2.3,1.7,1.1,0.7,0.6,0.6,0.9,1.5
2022,2,February,21,2.2,2.7,2.9,2.8,2.5,2.0,1.4,1.0,0.8,0.9,1.1,1.6,2.3,2.8,3.0,2.9,2.6,2.0,1.4,1,0.7,0.7,0.9,1.3
2022,2,February,22,1.9,2.5,2.9,2.9,2.7,2.3,1.7,1.2,0.9,0.8,0.9,1.2,1.7,2.3,2.7,2.8,2.7,2.3,1.8,1.3,1.0,0.8,0.9,1.2
2022,2,February,23,1.6,2.2,2.7,2.9,2.9,2.6,2.1,1.5,1.1,0.8,0.8,0.9,1.2,1.7,2.2,2.5,2.5,2.4,2.0,1.6,1.3,1.1,1.0,1.2
2022,2,February,24,1.5,2.0,2.4,2.8,2.9,2.7,2.4,1.9,1.5,1.1,0.9,0.8,1.0,1.2,1.6,1.9,2.1,2.2,2.1,1.9,1.6,1.4,1.3,1.3
2022,2,February,25,1.5,1.8,2.1,2.4,2.7,2.7,2.6,2.3,1.9,1.5,1.2,1.0,0.9,1.0,1.1,1.3,1.6,1.8,1.9,1.9,1.9,1.8,1.6,1.6
2022,2,February,26,1.6,1.7,1.9,2.1,2.3,2.5,2.6,2.6,2.4,2.1,1.7,1.4,1.1,0.9,0.9,0.9,1.1,1.3,1.5,1.7,1.9,2.0,2.0,1.9
2022,2,February,27,1.8,1.7,1.7,1.8,1.9,2.1,2.3,2.5,2.6,2.5,2.3,2.0,1.6,1.2,0.9,0.7,0.7,0.8,1.0,1.3,1.7,2.0,2.2,2.2
2022,2,February,28,2.1,1.9,1.7,1.6,1.6,1.7,1.9,2.3,2.6,2.8,2.8,2.5,2.1,1.6,1.2,0.8,0.6,0.5,0.6,0.9,1.4,1.9,2.3,2.5
2022,3,March,1,2.4,2.2,1.8,1.6,1.4,1.4,1.6,1.8,2.3,2.8,3.0,3.0,2.7,2.2,1.6,1.1,0.7,0.4,0.4,0.6,1.0,1.6,2.2,2.5
2022,3,March,2,2.6,2.5,2.1,1.7,1.4,1.2,1.2,1.4,1.8,2.5,3.0,3.2,3.1,2.7,2.1,1.5,0.9,0.5,0.4,0.4,0.6,1.2,2.0,2.5
2022,3,March,3,2.7,2.7,2.4,1.9,1.4,1.1,1.0,1.1,1.4,2.0,2.7,3.2,3.3,3.1,2.6,1.9,1.3,0.8,0.4,0.3,0.5,0.9,1.7,2.3
2022,3,March,4,2.7,2.8,2.7,2.2,1.6,1.2,0.9,0.9,1.1,1.5,2.2,2.9,3.3,3.3,3.0,2.4,1.7,1.1,0.6,0.4,0.4,0.7,1.3,2.1
2022,3,March,5,2.7,2.8,2.8,2.5,1.9,1.4,1.0,0.8,0.8,1.1,1.6,2.4,3.1,3.3,3.1,2.7,2.1,1.4,0.9,0.6,0.5,0.6,1.0,1.8
2022,3,March,6,2.5,2.8,2.9,2.7,2.2,1.6,1.1,0.8,0.7,0.8,1.2,1.9,2.6,3.0,3.1,2.9,2.4,1.8,1.2,0.8,0.6,0.6,0.9,1.5
2022,3,March,7,2.3,2.8,2.9,2.8,2.4,1.9,1.3,0.9,0.7,0.7,0.9,1.4,2.1,2.7,2.9,2.9,2.6,2.1,1.5,1.1,0.8,0.8,0.9,1.4
2022,3,March,8,2.0,2.6,2.9,2.8,2.6,2.1,1.6,1.1,0.8,0.7,0.8,1.1,1.6,2.2,2.5,2.6,2.5,2.2,1.7,1.3,1.1,1.0,1.1,1.3
2022,3,March,9,1.8,2.4,2.7,2.8,2.7,2.3,1.8,1.3,1.0,0.8,0.8,0.9,1.3,1.7,2.1,2.3,2.3,2.2,1.8,1.5,1.3,1.2,1.2,1.4
2022,3,March,10,1.7,2.2,2.5,2.7,2.6,2.4,2.0,1.6,1.3,1.0,0.9,0.9,1.1,1.4,1.7,1.9,2.0,2.0,1.8,1.6,1.5,1.4,1.4,1.5
2022,3,March,11,1.7,2.0,2.3,2.5,2.6,2.4,2.2,1.9,1.6,1.3,1.2,1.1,1.1,1.2,1.4,1.5,1.6,1.7,1.7,1.7,1.6,1.6,1.6,1.6
2022,3,March,12,1.7,1.9,2.1,2.3,2.4,2.4,2.3,2.1,1.9,1.7,1.5,1.3,1.2,1.1,1.2,1.2,1.3,1.4,1.5,1.6,1.7,1.7,1.8,1.8
2022,3,March,13,1.8,1.8,1.9,2.0,2.1,2.2,2.2,2.2,2.2,2.1,1.9,1.7,1.4,1.2,1.1,1.0,1.0,1.1,1.3,1.5,1.7,1.9,2.0,2.0
2022,3,March,14,1.9,1.8,1.7,1.8,1.8,1.9,2.0,2.2,2.3,2.4,2.3,2.1,1.8,1.4,1.1,0.9,0.8,0.9,1.0,1.3,1.6,1.9,2.1,2.2
2022,3,March,15,2.1,1.9,1.7,1.6,1.5,1.6,1.8,2.0,2.3,2.6,2.6,2.5,2.2,1.7,1.3,1.0,0.7,0.7,0.8,1.1,1.5,1.9,2.3,2.4
2022,3,March,16,2.3,2.1,1.7,1.5,1.4,1.3,1.5,1.8,2.2,2.6,2.8,2.8,2.5,2.1,1.6,1.1,0.8,0.6,0.6,0.8,1.3,1.9,2.3,2.5
2022,3,March,17,2.5,2.3,1.9,1.5,1.2,1.1,1.2,1.4,1.9,2.4,2.8,3.0,2.8,2.5,1.9,1.3,0.9,0.6,0.5,0.6,1.0,1.6,2.3,2.6
2022,3,March,18,2.7,2.6,2.2,1.7,1.2,1.0,1.0,1.1,1.5,2.1,2.7,3.1,3.0,2.8,2.3,1.6,1.1,0.7,0.5,0.5,0.8,1.4,2.1,2.7
2022,3,March,19,2.8,2.7,2.4,1.9,1.4,1.0,0.8,0.9,1.1,1.6,2.3,3.0,3.1,3.0,2.6,2.0,1.4,0.9,0.6,0.5,0.7,1.1,1.8,2.6
2022,3,March,20,2.9,2.9,2.7,2.2,1.6,1.1,0.8,0.7,0.8,1.2,1.8,2.6,3.1,3.1,2.9,2.4,1.7,1.2,0.8,0.6,0.6,0.9,1.5,2.3
2022,3,March,21,2.9,3.0,2.9,2.5,1.9,1.3,0.8,0.6,0.6,0.8,1.3,2.1,2.7,3.0,3.0,2.7,2.1,1.5,1.0,0.8,0.7,0.8,1.3,1.9
2022,3,March,22,2.7,3.1,3.0,2.7,2.2,1.6,1.0,0.6,0.5,0.6,0.9,1.5,2.2,2.7,2.9,2.8,2.4,1.9,1.3,1,0.8,0.9,1.2,1.7
2022,3,March,23,2.4,2.9,3.1,2.9,2.5,1.9,1.3,0.8,0.5,0.5,0.6,1.0,1.6,2.2,2.6,2.7,2.5,2.2,1.7,1.3,1.0,1.0,1.1,1.5
2022,3,March,24,2.1,2.6,3.0,3.0,2.8,2.3,1.7,1.2,0.8,0.6,0.5,0.7,1.1,1.6,2.1,2.3,2.4,2.2,1.9,1.6,1.3,1.2,1.2,1.4
2022,3,March,25,1.8,2.3,2.7,2.9,2.9,2.6,2.2,1.6,1.2,0.9,0.7,0.7,0.8,1.1,1.5,1.8,2.0,2.1,2.0,1.8,1.6,1.5,1.4,1.5
2022,3,March,26,1.7,2.0,2.3,2.6,2.7,2.7,2.5,2.1,1.7,1.4,1.1,0.9,0.8,0.9,1.0,1.3,1.5,1.7,1.8,1.9,1.9,1.8,1.7,1.6
2022,3,March,27,1.7,1.8,1.9,2.1,2.3,2.5,2.5,2.4,2.2,2.0,1.6,1.3,1.1,0.9,0.8,0.8,1.0,1.2,1.5,1.7,2.0,2.1,2.0,1.9
2022,3,March,28,1.8,1.7,1.7,1.7,1.9,2.1,2.3,2.5,2.5,2.5,2.2,1.9,1.5,1.1,0.9,0.7,0.7,0.8,1.1,1.4,1.9,2.2,2.3,2.2
2022,3,March,29,2.1,1.8,1.6,1.5,1.5,1.6,1.8,2.2,2.5,2.7,2.7,2.5,2.1,1.6,1.1,0.7,0.5,0.5,0.7,1.1,1.6,2.1,2.4,2.5
2022,3,March,30,2.4,2.0,1.7,1.4,1.2,1.2,1.4,1.7,2.3,2.7,2.9,2.9,2.6,2.1,1.5,1.0,0.6,0.5,0.5,0.8,1.3,2.0,2.4,2.6
2022,3,March,31,2.6,2.3,1.9,1.4,1.1,1.0,1.0,1.3,1.8,2.5,2.9,3.1,2.9,2.5,1.9,1.3,0.8,0.5,0.4,0.6,1.0,1.7,2.4,2.7
2022,4,April,1,2.8,2.6,2.2,1.6,1.1,0.9,0.8,0.9,1.3,2.0,2.7,3.1,3.1,2.9,2.3,1.7,1.1,0.7,0.5,0.5,0.8,1.4,2.2,2.7
2022,4,April,2,2.9,2.8,2.4,1.9,1.3,0.9,0.7,0.7,0.9,1.5,2.2,2.9,3.1,3.0,2.7,2.1,1.4,0.9,0.6,0.6,0.7,1.2,2.0,2.6
2022,4,April,3,2.9,2.9,2.7,2.1,1.5,1.0,0.7,0.6,0.7,1.0,1.7,2.5,2.9,3.0,2.9,2.4,1.8,1.2,0.9,0.7,0.7,1.0,1.7,2.4
2022,4,April,4,2.9,3.0,2.8,2.4,1.8,1.2,0.7,0.5,0.5,0.7,1.2,2.0,2.6,2.9,2.9,2.6,2.1,1.5,1.1,0.8,0.8,1.0,1.4,2.2
2022,4,April,5,2.8,3.0,2.9,2.6,2.0,1.4,0.9,0.6,0.5,0.6,0.9,1.5,2.2,2.6,2.7,2.6,2.3,1.8,1.3,1,0.9,1.0,1.3,1.9
2022,4,April,6,2.6,2.9,2.9,2.7,2.3,1.7,1.1,0.7,0.5,0.5,0.7,1.2,1.7,2.2,2.5,2.5,2.3,1.9,1.5,1.2,1.1,1.1,1.3,1.7
2022,4,April,7,2.3,2.8,2.9,2.8,2.5,2.0,1.4,1.0,0.7,0.6,0.7,0.9,1.4,1.8,2.1,2.3,2.2,2.0,1.7,1.4,1.2,1.2,1.4,1.6
2022,4,April,8,2.1,2.6,2.8,2.8,2.6,2.2,1.7,1.3,1.0,0.8,0.8,0.9,1.1,1.5,1.8,1.9,2.0,1.9,1.7,1.5,1.4,1.4,1.4,1.6
2022,4,April,9,1.9,2.3,2.6,2.7,2.6,2.3,2.0,1.6,1.3,1.1,1.0,0.9,1.0,1.2,1.5,1.6,1.7,1.8,1.7,1.6,1.5,1.5,1.5,1.6
2022,4,April,10,1.8,2.1,2.3,2.4,2.5,2.4,2.2,1.9,1.7,1.5,1.3,1.2,1.1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.7,1.7,1.7,1.7
2022,4,April,11,1.7,1.9,2.0,2.1,2.2,2.2,2.2,2.2,2.0,1.9,1.7,1.5,1.2,1.1,1.0,1.1,1.1,1.3,1.5,1.7,1.8,1.9,1.9,1.9
2022,4,April,12,1.8,1.7,1.8,1.8,1.9,2.0,2.1,2.2,2.3,2.2,2.1,1.8,1.5,1.2,1.0,0.9,0.9,1.0,1.3,1.6,1.9,2.1,2.2,2.1
2022,4,April,13,1.9,1.7,1.6,1.5,1.5,1.7,1.9,2.1,2.4,2.5,2.4,2.2,1.9,1.4,1.1,0.9,0.7,0.8,1.0,1.4,1.9,2.3,2.4,2.4
2022,4,April,14,2.2,1.8,1.5,1.3,1.3,1.3,1.5,1.9,2.3,2.6,2.7,2.6,2.2,1.7,1.3,0.9,0.7,0.7,0.8,1.2,1.8,2.3,2.6,2.6
2022,4,April,15,2.4,2.1,1.6,1.3,1.1,1.0,1.2,1.5,2.0,2.5,2.8,2.8,2.6,2.1,1.6,1.1,0.8,0.6,0.7,1,1.5,2.2,2.7,2.8
2022,4,April,16,2.7,2.4,1.8,1.3,1.0,0.8,0.8,1.1,1.5,2.2,2.8,3.0,2.9,2.5,1.9,1.3,0.9,0.7,0.6,0.8,1.2,2.0,2.7,3.0
2022,4,April,17,2.9,2.7,2.1,1.5,1.0,0.7,0.6,0.7,1.1,1.7,2.4,2.9,3.0,2.8,2.4,1.7,1.2,0.8,0.7,0.7,1.0,1.6,2.4,3.0
2022,4,April,18,3.1,2.9,2.5,1.8,1.2,0.7,0.5,0.5,0.7,1.1,1.9,2.6,3.0,2.9,2.7,2.2,1.6,1.1,0.8,0.8,0.9,1.3,2.0,2.8
2022,4,April,19,3.2,3.1,2.8,2.2,1.5,0.9,0.5,0.3,0.4,0.7,1.3,2.1,2.7,2.9,2.8,2.5,2.0,1.4,1.1,0.9,0.9,1.2,1.7,2.5
2022,4,April,20,3.1,3.2,3.0,2.6,1.9,1.2,0.7,0.4,0.3,0.4,0.8,1.4,2.1,2.6,2.7,2.7,2.3,1.8,1.4,1.1,1.0,1.2,1.5,2.1
2022,4,April,21,2.8,3.2,3.2,2.9,2.4,1.7,1.1,0.6,0.4,0.3,0.5,0.9,1.5,2.1,2.4,2.5,2.4,2.1,1.7,1.3,1.2,1.2,1.4,1.8
2022,4,April,22,2.4,2.9,3.1,3.0,2.7,2.2,1.6,1.0,0.6,0.5,0.4,0.6,1.0,1.5,1.9,2.2,2.3,2.2,1.9,1.6,1.4,1.3,1.4,1.6
2022,4,April,23,2.0,2.5,2.8,3.0,2.9,2.6,2.1,1.6,1.1,0.8,0.6,0.6,0.7,1.0,1.4,1.7,1.9,2.1,2.0,1.9,1.7,1.5,1.5,1.6
2022,4,April,24,1.8,2.1,2.4,2.6,2.7,2.7,2.4,2.1,1.7,1.3,1.0,0.8,0.7,0.8,1.0,1.2,1.5,1.8,1.9,2,2.0,1.9,1.7,1.7
2022,4,April,25,1.7,1.8,1.9,2.1,2.3,2.5,2.5,2.5,2.2,1.9,1.6,1.3,1.0,0.8,0.7,0.8,1.0,1.3,1.7,2,2.1,2.2,2.1,1.9
2022,4,April,26,1.7,1.6,1.6,1.6,1.8,2.0,2.3,2.5,2.6,2.4,2.2,1.8,1.4,1.0,0.8,0.6,0.7,1.0,1.3,1.8,2.2,2.4,2.4,2.2
2022,4,April,27,1.9,1.7,1.4,1.3,1.3,1.5,1.8,2.2,2.6,2.7,2.6,2.3,1.9,1.4,1.0,0.7,0.6,0.7,1.0,1.5,2.1,2.4,2.6,2.5
2022,4,April,28,2.2,1.8,1.5,1.2,1.0,1.1,1.3,1.7,2.3,2.7,2.8,2.7,2.3,1.8,1.3,0.9,0.6,0.6,0.8,1.2,1.9,2.4,2.7,2.7
2022,4,April,29,2.5,2.1,1.6,1.2,0.9,0.8,0.9,1.2,1.8,2.4,2.8,2.9,2.7,2.2,1.6,1.1,0.8,0.6,0.7,1,1.6,2.3,2.8,2.9
2022,4,April,30,2.8,2.4,1.8,1.3,0.9,0.7,0.7,0.9,1.3,2.0,2.6,2.8,2.8,2.5,2.0,1.4,1.0,0.8,0.7,0.9,1.4,2.1,2.7,3.0
2022,5,May,1,2.9,2.6,2.1,1.5,1.0,0.7,0.5,0.6,0.9,1.6,2.3,2.7,2.8,2.7,2.3,1.8,1.3,0.9,0.8,0.9,1.2,1.8,2.5,3.0
